model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,sig_sq,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,330,0.4528793196025983,636.161697129781,5.583349224816893,1.6713505955713555,3.7198987335433213,1.9422951113151463,4.737978462252412,1.1518194057793232,0.999360930116926,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.10627245382337487,1.4331703604564272e-4,0.8822286166960953,9.999999980000006e-10,9.999999980000006e-10,0,0.11777138130390483,11658936,NA,NA,101.01010101010101,101.01010101010101
