week,S_med,E_med,I_med,A_med,R_med,incid_med,pop_med,cases_med,S_mean,E_mean,I_mean,A_mean,R_mean,incid_mean,pop_mean,cases_mean,S_lo,E_lo,I_lo,A_lo,R_lo,incid_lo,pop_lo,cases_lo,S_hi,E_hi,I_hi,A_hi,R_hi,incid_hi,pop_hi,cases_hi,date
233,11095949,208,283,0,565996,746,11662408,707,11095935.92,213.56,281.44,0,565979.6,757.8,11662410.52,707.52,11095673.399999999,145.6,236.39999999999998,0,565857.8,686.6,11662302,585.4,11096138,303.79999999999995,332.59999999999997,0,566081.4,868.1999999999998,11662534,846.2,2015-04-02
234,11099928,211,272,0,565354,734,11665726,703,11099934.08,216.48,279.8,0,565314.48,771.24,11665744.84,708.52,11099534.6,136.8,201.8,0,565062.6,574.6,11665557.8,537.2,11100395.600000001,325.8,391.19999999999993,0,565521,1038.6,11665915.399999999,935.9999999999999,2015-04-09
235,11103918,209,273,0,564653,781,11669111,732,11103922.68,212.04,286.24,0,564670.32,797.6,11669091.28,775.84,11103022.399999999,116.6,165.4,0,564163,496.6,11668830.4,422.40000000000003,11104740.399999999,345.5999999999999,484.8,0,565197.6000000001,1270.1999999999998,11669336.2,1257.5999999999995,2015-04-16
236,11107916,204,261,0,563902,735,11672479,712,11107889.84,227.16,283.2,0,564026.12,776.48,11672426.32,752.32,11106354.8,117.60000000000001,159.8,0,563191.8,418.20000000000005,11672076,392.4,11109126.6,458.5999999999999,509.3999999999999,0,565131,1371.7999999999997,11672720.2,1339,2015-04-23
237,11111931,192,267,0,563209,713,11675671,727,11111839.08,220.8,288.88,0,563385.92,790.32,11675734.68,772.12,11109598.4,114.2,136.2,0,562282.6,386.4,11675440.600000001,355.79999999999995,11113498.4,489.3999999999999,582.5999999999999,0,565031.4,1550.1999999999998,11676104.2,1463,2015-04-30
238,11115990,193,255,0,562596,686,11679046,624,11115834.4,217.08,277.92,0,562738.2,768,11679067.6,717.24,11112594.4,106,140,0,561247.4,397,11678758.4,349,11117864.8,523.8,633.3999999999999,0,565264.2,1729.5999999999997,11679438,1565.7999999999993,2015-05-07
239,11120005,198,234,0,561806,667,11682417,680,11119859.76,213.64,269.76,0,562085.12,759.32,11682428.28,721.68,11115757.2,90.2,137.2,0,560202.8,390.20000000000005,11682077,332.20000000000005,11122082.8,486.1999999999998,597.5999999999997,0,565572,1697.7999999999995,11682794.2,1577.7999999999997,2015-05-14
240,11123982,197,236,0,561140,674,11685744,622,11123846.44,205.12,273.56,0,561416.32,761.76,11685741.44,715.16,11118952,100.80000000000001,109.80000000000001,0,559164.6,336.6,11685343.600000001,293.8,11126424.2,443.1999999999997,632.3999999999995,0,565808.8,1704.5999999999985,11686172.6,1539.999999999999,2015-05-21
241,11128182,190,212,0,560526,645,11689071,649,11127878.52,206.8,262.32,0,560739.12,735.4,11689086.76,692.92,11122370.4,97.4,117.4,0,558141.7999999999,338.8,11688698.4,304.8,11130803,484.7999999999997,609.7999999999996,0,565918.8,1632.799999999999,11689534.8,1731.1999999999991,2015-05-28
242,11132372,163,210,0,559797,578,11692415,550,11131928.16,198.24,257.72,0,560029.48,719.04,11692413.6,691.88,11125584.2,99.8,136.6,0,557160.8,371,11691983.2,359.4,11135157.399999999,490.39999999999975,569.5999999999995,0,565942.3999999999,1614.9999999999986,11692808,1533.3999999999987,2015-06-04
243,11136561,171,199,0,558938,554,11695738,495,11135980.08,193.68,253.64,0,559310.6,704,11695738,651,11128828,102.6,115.4,0,556196.6,351,11695369.6,332.2,11139397.600000001,441.3999999999999,567.9999999999998,0,565880.6,1560.599999999999,11696043.600000001,1478.5999999999992,2015-06-11
