epi_mcode,parid,loglik,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,sig_sq,delta,S_0,E_0,I_0,A_0,R_0,incid_0,pop_0
final,330,-1607.4441420607832,0.44600308708140257,645.8917775812785,5.327088382356065,1.6386858594135696,3.845520579495477,1.928602464478584,4.723481501980868,1.1023502889369048,0.9993774822291529,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.1043222554657071,1.4331703604564272e-4,0.8822286184605524,0,0,0,0.11777138153944755,0,11658936
final,370,-1607.6747897198547,0.2151371170205705,245.82880006703047,6.309848898591247,3.2408740272655785,4.703851097581458,3.106990489594427,5.738578661935074,2.286539504182161,0.9723612039570304,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09192651114877942,1.4331703604564272e-4,0.8060265966548547,9.057392217247041e-5,1.2513953830457796e-4,0,0.19375768988466824,3875,11658985
final,35,-1607.7826420436954,0.3223659467692359,195.50282353366592,5.120922273314289,3.0240584975054685,3.890804383500334,2.649453263779548,5.050067641895297,1.980302005762507,0.9819571304153208,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08211982572458557,1.4331703604564272e-4,0.8727827002978099,4.863148263238527e-5,6.123964479633701e-5,0,0.12710742857476143,1956,11659114
final,301,-1607.833418052865,0.9973364709018848,346.5023907440263,4.583016307611721,2.209084046079644,3.358089355628547,2.275964044205619,4.164611579945646,1.7247408698419087,0.9913927996949152,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09476095572307856,1.4331703604564272e-4,0.9524448662731377,4.288426531705881e-7,8.576853063411762e-7,0,0.047553847198902766,25,11659288
final,157,-1607.8417094015363,0.4199940089122015,486.930937342868,4.522796740362049,2.9034923043709235,3.495028563204827,3.0297981511843157,3.985896082592475,2.7733246556337505,0.9829100823492565,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09157355667412168,1.4331703604564272e-4,0.8996889816867072,1.715442559735355e-5,2.5560094140056792e-5,0,0.10026830379355545,898,11658799
final,258,-1607.9216987433956,0.6627639291004733,302.9717799626632,5.0543114683603605,2.0528993728924463,3.717984629659199,2.29568181258516,4.7169267369905645,1.3704856742326355,0.9864124095253298,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08817260421774013,1.4331703604564272e-4,0.9424717489336962,1.055024412235607e-5,1.2608828341352377e-5,0,0.05750509199384013,478,11658498
final,156,-1607.9397731702102,0.4986190773891511,202.2815623225222,4.911750650068884,2.5536266090732553,3.4852336086377633,2.7231923317863913,4.396447225210252,1.938122486099403,0.9861988530445595,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09193793261556628,1.4331703604564272e-4,0.9104593095732423,1.663960015555453e-5,2.2128952784191075e-5,0,0.089501921873818,721,11658934
final,278,-1608.0840466314935,0.3740718248588671,260.5738932283827,6.0148141906199175,1.781573344106777,4.526429405561942,1.875111597317938,5.623816349872049,1.0956839107076666,0.9842702463370878,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.07542159316461122,1.4331703604564272e-4,0.88872310639868,1.8268856848153894e-5,2.1442320244312082e-5,0,0.11123718242422753,756,11659186
final,159,-1608.1135753749913,0.2941022067508004,344.5821430403183,5.003153648752409,2.9476813757927784,3.6883637666441493,2.7437319193452563,4.54853076014887,2.2451791934487964,0.9871345610725679,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09048276930851096,1.4331703604564272e-4,0.8681164140255998,4.588821442267437e-5,5.703862166556721e-5,0,0.13178065913831194,1879,11658767
final,329,-1608.2146731380203,0.8867479954890911,253.2069582653345,4.976162357024391,2.1600720430627067,3.7335462356470495,2.009946095810326,4.760368031865561,1.377694650445353,0.9851969611424022,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.10192389948684441,1.4331703604564272e-4,0.9535495600651827,1.0464631347335011e-5,1.3123677017559479e-5,0,0.04642685162645244,418,11658318
final,7,-1608.3727866318486,0.655968050309376,241.57349914166807,5.120061666689584,2.0015612212558143,3.768610609184455,2.2433986894943945,4.590321723313508,1.3757176347225342,0.98926382715318,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08835023349483057,1.4331703604564272e-4,0.925685892744119,1.466751194994793e-5,1.8441608592039796e-5,0,0.07428099813533906,548,11658419
final,32,-1608.3911973752724,0.5500524166113766,220.8850346436118,5.3363137976061,1.964393838345994,3.77673236616464,2.15907516930516,4.795331348630753,1.2588965251613282,0.9896394833577182,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08994932221845525,1.4331703604564272e-4,0.9185048202345637,7.119168446816167e-6,9.606588747510971e-6,0,0.08147845400824194,320,11658665
final,184,-1608.4862590225937,0.4716211762311943,265.9837643841453,4.466819317976765,2.5796423540991955,3.1088993750681917,2.834100313455089,3.912855803576476,2.2116040186858617,0.9927967137621273,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09614971115595543,1.4331703604564272e-4,0.9107843659454365,3.4308757027183946e-7,7.719470331116387e-7,0,0.08921451901996014,20,11658831
final,176,-1608.4939328065434,0.5631525081146027,218.2258618697269,5.4235989969419105,2.0879891904991994,3.9319469778568106,2.146701069231085,5.086717416929684,1.4233298464825166,0.9839268606205925,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08869577174343377,1.4331703604564272e-4,0.9185142942715103,1.295101146970737e-5,1.6553279560619353e-5,0,0.08145620143745935,508,11659321
final,183,-1608.591061757452,0.48358814210211637,255.3379339107402,4.7476583282939915,2.4665043474442534,3.5294747221727807,2.667507313382002,4.123616807021951,2.202733120325388,0.9885993923926945,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09107247705927646,1.4331703604564272e-4,0.9064068099090246,7.805515377165505e-6,9.864112839275088e-6,0,0.09357552046275897,327,11658423
final,162,-1608.650236089364,0.539180859739638,289.300406136066,5.29594587281932,2.361363102997364,3.940123227242767,2.177002869900932,5.00140999958876,1.5642107560936416,0.9832573248582346,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09529819763730206,1.4331703604564272e-4,0.9106353115023764,1.6725788756032758e-5,2.4188063739493524e-5,0,0.08932377464512808,781,11658643
final,349,-1608.6942035053037,0.35968095640996794,200.79012041707892,5.988273113150084,1.8816783567046116,4.5990053592870535,1.877815918000573,5.490407511984041,1.2135017312634755,0.9840562800937616,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.094357749660578,1.4331703604564272e-4,0.8865991681934124,1.929965580564955e-5,2.590442690358295e-5,0,0.11335562772387842,864,11658239
final,333,-1608.7174904300678,0.4742086145651033,177.62568227833646,5.877851896778557,1.554341025816524,4.603583498890004,1.753406107853442,5.2427141940705235,1.2078563762118697,0.9844402223246396,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.0907114999044668,1.4331703604564272e-4,0.9132502867586507,1.8955705319922988e-5,2.4102050655648686e-5,0,0.08670665548537371,823,11658759
final,29,-1608.7354675632844,0.980680266413125,234.75647520285196,4.591468819707416,2.257270271869603,3.4599640050783194,2.213109500995113,4.478017917257801,1.6134374957488764,0.988975502857236,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08283713816625837,1.4331703604564272e-4,0.9506127518252182,4.888977328868639e-6,7.719437887687326e-6,0,0.04937463975956524,239,11658880
final,174,-1608.7959898643346,0.5408787541949904,567.8203943463126,5.578928290233719,1.6494822402619904,4.252990269499832,1.8900243970050485,4.952706671039312,1.317194358405464,0.9867812480885182,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09190768698511169,1.4331703604564272e-4,0.9181465350841794,8.57691706318469e-6,1.106422301150825e-5,0,0.08183382377574588,331,11659201
final,73,-1608.8186984512624,0.5083145119222559,414.3206234248139,4.298501636741812,2.8620671929283543,3.3257384254699613,2.7591611583774,4.028815781715599,2.2034799810366286,0.9880809984371707,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.0948052842571251,1.4331703604564272e-4,0.9223416618992767,2.315793626764399e-5,2.9419156073340325e-5,0,0.07760576100838235,979,11659070
final,341,-1608.8906968822134,0.7509703831028504,288.6439228020985,4.832637742093598,2.1567288961564914,3.4615961563170914,2.252400055992524,4.497047744850695,1.6124271914527255,0.990774729124634,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.098422264577687,1.4331703604564272e-4,0.9293353437445507,1.0292793080635543e-6,1.115052583735517e-6,0,0.07066251192355744,42,11658643
final,74,-1608.9039809001736,0.8689749054059938,169.51256028946253,4.7127792317958175,2.414160042964045,3.4648046897482185,2.458230928195496,4.4196692344021,1.794329803212326,0.984223950114432,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.07471257239829887,1.4331703604564272e-4,0.9484421486196246,1.115014710903703e-5,1.5953287402160675e-5,0,0.05153074794586421,468,11659039
final,283,-1608.9059307678801,0.7179191285521019,237.17576635743634,4.837837319228382,1.7944273635979004,3.716346952388637,1.9524481146748958,4.45977933112398,1.3633797503674798,0.9967718148657645,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08854249711930677,1.4331703604564272e-4,0.9259391469679493,0,0,0,0.07406085303205068,0,11659304
final,394,-1608.9650463446037,0.6838928191248674,282.3131280808023,5.342247596942637,1.8213340910736726,3.7622396161107767,2.3485745023870424,4.480741826625615,1.4537435493763982,0.9876986831355772,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09518866566466037,1.4331703604564272e-4,0.93447917086606,9.09213333184657e-6,1.1064954715171768e-5,0,0.06550067204589294,360,11658430
final,248,-1609.0076744810208,0.2968031622197401,214.98448896682496,5.56358538219857,2.1422640187443833,4.307963795569066,2.392727629630326,4.859126712608499,1.9667971544684648,0.9874909206585599,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09437375077210176,1.4331703604564272e-4,0.8661766966254819,3.319417511702877e-5,4.374426178213093e-5,0,0.13374636493761893,1383,11658672
final,368,-1609.1773675096156,0.5873190914544646,241.87025030024682,6.1087728144147775,1.722565548001188,4.693695929255673,1.530409651081543,5.914223906216682,0.7296464466835173,0.9780514918957521,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09510008727974664,1.4331703604564272e-4,0.9292272098291844,1.749746608386381e-5,2.418767370416468e-5,0,0.07073110503102764,791,11658831
final,263,-1609.1840560729108,0.9588263618400173,378.49181931084274,4.797087006313329,2.3949645755229496,3.1859598732932124,2.534269211109995,4.263936722820728,1.6368534768680572,0.9865232868251688,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09833861308754101,1.4331703604564272e-4,0.953362872293788,8.148560436714806e-6,8.92052932019305e-6,0,0.04662005861645502,306,11658501
final,116,-1609.214125354772,0.7475348881353894,258.2682414994124,4.41199333251108,2.518863552390144,3.1482016141936735,2.7924726600303287,3.8964542085783704,2.137853120056403,0.9880435779250095,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08757961363924847,1.4331703604564272e-4,0.9456314425384923,8.234372190878236e-6,9.778316976667906e-6,0,0.05435054477234014,339,11658448
final,51,-1609.2743693706136,0.43402133085023326,400.31307262329784,5.962059997758844,1.8543005787746456,4.749303668915353,1.7615694575739753,5.51212647788501,1.2813700204475325,0.9788822452496695,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09590157209675672,1.4331703604564272e-4,0.909133310730042,2.375832924567133e-5,3.0105319730074502e-5,0,0.09081282562098225,979,11659069
final,259,-1609.3597916382566,0.6282121280619671,201.14606002454198,5.478269539437813,1.6989250845850665,4.1863242146826005,1.6239923276198776,5.2572871966382655,0.9146926945076557,0.9900326940057614,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09038187899501543,1.4331703604564272e-4,0.9216189852021621,5.832437668181128e-6,6.69014908997247e-6,0,0.07836849221107978,232,11658933
final,393,-1609.3892948399905,0.19172750932962426,287.8653504838682,6.6614299180390395,2.6118112871043655,5.12059667989991,2.628259011731068,6.096770157086416,1.8710831265624388,0.9780130036047047,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.0956692820377759,1.4331703604564272e-4,0.7883001485369224,7.993787489105034e-5,1.1261634091410847e-4,0,0.21150729724727246,3371,11659054
final,365,-1609.4637567663685,0.7138033940107953,172.1019237441481,4.546681771573351,2.6698702413295776,3.3084168435010657,2.603084958157143,4.291629744467442,2.005578626830683,0.9851393971543575,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08946992606762265,1.4331703604564272e-4,0.9395565792136096,1.329512685566733e-5,1.809852752610198e-5,0,0.06041202713200866,622,11658407
final,382,-1609.5740622060007,0.510197526332926,276.5467520958209,4.8794309644840865,2.2520551925164685,3.5929972712712503,2.5365118340655926,4.226112668277049,1.7851221897379645,0.9907864180886313,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08350342071355228,1.4331703604564272e-4,0.9164204090913497,5.317842743327544e-6,6.518645943433764e-6,0,0.08356775441996345,212,11658863
final,85,-1609.6693652991664,0.9666077868918157,302.45290843564004,4.7310204278462304,2.4380175505476225,3.223142689544143,2.5288435038576,4.294857504214545,1.6167962492007435,0.9872400274281994,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09121556299222491,1.4331703604564272e-4,0.9500321311403416,9.349424178400051e-6,1.2179983792044102e-5,0,0.04994633945168803,442,11658472
final,11,-1609.6830458210964,0.7475730874267255,189.43311203791558,4.195306116103493,2.880653007870162,2.909607702112613,2.9169005135832617,3.831109865122582,2.1895221781005407,0.9887933270240983,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09099303904920476,1.4331703604564272e-4,0.9399835482299337,9.949975639714813e-6,1.4496085199239685e-5,0,0.05999200570922736,473,11658320
final,125,-1609.7114328822827,0.7997486937963416,223.03355283406503,4.572391459416853,2.239126453855355,3.5630882727858584,2.028964914540837,4.432788362551933,1.6722112719796929,0.9919966759060059,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09040409054322532,1.4331703604564272e-4,0.9393380246413757,4.20296368982471e-6,4.631837535725191e-6,0,0.06065314055739868,154,11658440
final,268,-1609.7803043347456,0.6418411981521364,323.86074513732893,4.9825856795035035,1.8861415769168892,3.7529758523591497,1.991580694569735,4.609817616821034,1.2922067362424028,0.9945783508011234,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09637958224684658,1.4331703604564272e-4,0.9230065265075148,0,0,0,0.0769934734924852,0,11659222
final,220,-1609.841790515165,0.23605469329635623,361.9126959675942,7.297265218634822,2.40606180754802,5.639105838893443,1.9833809133771862,6.668511808617366,1.3740765615039905,0.9689812879916984,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.10394305094984932,1.4331703604564272e-4,0.8209841006044529,5.8668090254166636e-5,7.093349508800557e-5,0,0.17888629781020493,2195,11658808
final,154,-1609.8655482541667,0.9836722270125758,407.8950066322061,5.037924388229223,2.25433650839719,3.5626082652857365,2.349374548349291,4.616964206115457,1.4116934077768617,0.9832939370975284,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09377698414886555,1.4331703604564272e-4,0.9557418497436361,1.6897367192912436e-5,1.9041703131099297e-5,0,0.04422221118603997,604,11658621
final,218,-1609.8797945836116,0.6987220559402529,267.6609837382922,5.120367450906316,1.8870389176979843,3.738272388542313,2.1711722348413294,4.536725097491547,1.4042916830470558,0.9901231703175283,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.10485293167240144,1.4331703604564272e-4,0.937897240345274,4.974684431321951e-6,7.033174540834483e-6,0,0.06209075179575385,229,11659031
final,158,-1610.0812172994279,0.6106172082957005,238.5176476890349,4.6833012601767985,2.35932363990086,3.350876663347711,2.582114634392014,4.1714082300879225,1.7748275653688603,0.9904456423036023,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08584520329214684,1.4331703604564272e-4,0.9304068606053765,6.604587546509806e-6,8.83470801675987e-6,0,0.06957770009906028,275,11658563
final,297,-1610.1191525021097,0.5302946170721655,347.5702837988193,4.963215972863148,2.421779301466164,3.8725695701331584,2.0668630782335606,4.797987266701122,1.7910787980977882,0.9852997343423596,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08109720952969433,1.4331703604564272e-4,0.917658024898065,1.698343925967301e-5,2.2301485896540318e-5,0,0.08230269017677871,708,11658416
final,314,-1610.1439906709813,0.5730223099017379,188.81246897812994,4.179340937803309,2.8238514613986543,2.9439891516681613,2.682376692847905,4.2003828636406055,1.9568662645430497,0.9928094251903374,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09324569409778385,1.4331703604564272e-4,0.9248689690239891,0,0,0,0.07513103097601093,0,11658312
final,339,-1610.2737441605227,0.49023286492291834,227.22879242528538,5.205488793168082,2.777286133068778,3.556217269809182,3.027226909180809,4.526724659525937,2.0937000327115536,0.9761011332490739,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08671094415820348,1.4331703604564272e-4,0.9202735907899152,3.3450920466405326e-5,4.005533296874689e-5,0,0.07965290295664973,1254,11658872
final,253,-1610.288207503255,0.9311335848084255,167.80855765341536,4.331460707387253,2.7274601066601756,2.9597268903104443,2.7567971537266134,4.038740729161021,1.907532509905928,0.9876524151131799,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08531646897219725,1.4331703604564272e-4,0.9531851360574648,6.690570301639216e-6,1.0035855452458824e-5,0,0.04679813751678108,336,11658199
final,240,-1610.3108556371612,0.8430179493037935,351.6873624564807,3.9767583647305678,2.9531178055070635,2.8379222391764602,3.0370130451289765,3.7181877166884334,2.247534187408112,0.9882816586684876,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08376108283531727,1.4331703604564272e-4,0.9478941271779328,1.3037468569622441e-5,1.7497655185545908e-5,0,0.052075337698312074,542,11658705
final,246,-1610.311737092129,0.36534387796750695,216.67872426826403,5.44485252357738,2.1588515549636065,4.156076864478708,2.215840668692943,5.080255433667944,1.6547020528730056,0.9862081466011043,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09057509569892448,1.4331703604564272e-4,0.8849171635742903,1.7325758831784123e-5,2.393013224786025e-5,0,0.1150415805346301,770,11658941
final,212,-1610.3187976436493,0.19198514395746272,336.36565512079216,7.531627729999509,2.2499830387041686,5.8581137481869074,2.135761267098014,6.885834455161844,1.4758413216499093,0.9723295955388538,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08913897920981992,1.4331703604564272e-4,0.7857736590686295,5.7382193456217e-5,7.848237221590218e-5,0,0.21409047636569845,2613,11658669
final,275,-1610.3711584339585,0.6750165879588919,256.60482330605043,4.257849675962321,2.9480361962145643,3.4596114887908613,2.563916157679234,4.265723922127958,2.4660535462835984,0.9808204268436992,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09478979914042238,1.4331703604564272e-4,0.9407183618491227,1.3123129953981557e-5,1.7154418240498768e-5,0,0.05925136060268288,526,11658804
final,23,-1610.3714299681446,0.857673071267749,277.1644581116615,4.378930302693987,2.423453785984958,3.341980511768389,2.521989712247359,3.9747339549962395,1.9886678188570224,0.9897587708058834,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09801557535278536,1.4331703604564272e-4,0.9499778529469991,9.177903451200487e-6,9.606777444247239e-6,0,0.05000336237210545,324,11658436
final,288,-1610.4424508010134,0.7350366625689161,283.00634410396424,4.655624973674424,1.955463030876855,3.403633103933447,2.131921691958672,4.168190148386546,1.439923299654043,0.9983620158989684,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09048832565247997,1.4331703604564272e-4,0.9301494333144121,0,0,0,0.06985056668558787,0,11658846
final,113,-1610.465118985414,0.3856139587719373,218.33633768176352,5.044736595238689,2.044507230869926,3.7134102307722405,2.2993167571440187,4.645521933647543,1.631318695128427,0.995348827693378,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08898556362754935,1.4331703604564272e-4,0.8763634386207421,0,0,0,0.12363656137925794,0,11658849
final,312,-1610.68561094469,0.15548153084557842,456.3525293599418,8.333485592493409,4.407558727890193,6.333665110375499,3.712432995510506,7.991974061040294,2.975623541793015,0.9463558796707701,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.10719117287045775,1.4331703604564272e-4,0.7504146317468843,6.346951289121557e-5,8.293921481865603e-5,0,0.24943895952540585,2988,11659141
final,272,-1610.7573003467794,0.2666512123976816,515.3576786055056,6.47710649709578,2.065383947269452,4.999387383764539,2.348129567559977,5.546338675108062,1.568527408190762,0.9779932216398416,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09352214417356502,1.4331703604564272e-4,0.849590179788081,5.1891719050856714e-5,7.84808643496428e-5,0,0.15027944762851841,2467,11658893
final,233,-1610.770935883195,0.9376577938698806,203.25228340954973,4.718732643346725,2.247336756346452,3.291229082433975,2.3428460250563403,4.366852445720574,1.5790217497269594,0.9902068838432707,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.0902511364288508,1.4331703604564272e-4,0.9433476163670409,3.6881945438565357e-6,4.8032301036271166e-6,0,0.056643892208311564,154,11658821
final,105,-1610.8409375611802,0.9742527692162163,215.32346895042087,4.545241647195152,2.137492687885579,3.309286341124362,2.3544049489421166,4.058823081979926,1.6372397809231667,0.9938353843453137,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08091408839179134,1.4331703604564272e-4,0.9475211449326915,1.5439422695968519e-6,1.7154914106631687e-6,0,0.05247559563362825,54,11658467
final,327,-1610.906182968322,0.9510037481142257,263.5900486707018,3.918227238619394,3.0839340685737118,2.568045960885104,3.217919021183683,3.6455011126745647,2.496168261816987,0.9871830649231684,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08960145072585625,1.4331703604564272e-4,0.9469480509733875,7.719341883219223e-6,1.1150160497983322e-5,0,0.0530330795242312,355,11659025
final,217,-1610.919013395288,0.784657292276615,205.40691408054133,4.261616796661081,2.197252489120188,3.1967883069268432,2.4238175914663214,3.8153480944847677,1.887503247133338,0.9985404112970574,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08815074474854953,1.4331703604564272e-4,0.9300504915565359,0,0,0,0.06994950844346415,0,11658781
final,328,-1610.9677136038044,0.19819750314798482,230.58782791448166,6.7500530176768345,2.4016834024070586,4.991945979655897,2.4640744387131948,6.179878736250002,1.687223797738134,0.9804167819338795,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08845198892543332,1.4331703604564272e-4,0.7895147038995979,6.904326448218924e-5,9.34871531497966e-5,0,0.21032276568277009,2953,11659356
final,24,-1610.9898284638898,0.6438270213977791,219.25952947070414,5.026765524695937,1.698170365450881,3.639532206333268,2.0434427662327015,4.375854778306109,1.1814452818370491,0.998071937016558,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09164341996070896,1.4331703604564272e-4,0.9189820854714579,0,0,0,0.08101791452854212,0,11658582
final,371,-1610.9947893588967,0.9976371224962737,259.5363184414086,4.869911043433142,1.9191116459355355,3.5019314184333323,1.985142892971888,4.560360671324977,1.1556438136435363,0.9939297969700631,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08035933314780783,1.4331703604564272e-4,0.9479895897009986,4.63167902052683e-6,6.0898001936556466e-6,0,0.051999688819787226,175,11658839
final,353,-1611.0439263727278,0.666635396762195,242.4441117427031,4.61479736203125,2.7205017590488207,3.2547941587180365,2.8217903310273256,4.161710154157347,2.221018094821242,0.9830550979499021,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.1085511797044047,1.4331703604564272e-4,0.9334804551891205,5.832722827381511e-6,8.491758233981907e-6,0,0.0665052203298181,264,11658363
final,27,-1611.065363042317,0.4027961080477286,226.0101230998672,4.976587966873899,2.0425802054578703,3.5454357628408792,2.294444166396178,4.476901185739971,1.4270982977339266,0.998365101969134,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08580503351749404,1.4331703604564272e-4,0.8892716038613556,0,0,0,0.11072839613864438,0,11658807
final,392,-1611.1040052017638,0.5236786441239714,148.9850137826517,5.681976963028568,2.325744404915192,4.351837956605408,2.1592295811637445,5.4201186648313975,1.451439142464185,0.9738830861225445,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08512694513158206,1.4331703604564272e-4,0.9237540950618748,2.2815865500987517e-5,3.147903247692638e-5,0,0.0761916100401473,997,11658554
final,48,-1611.136745302176,0.9776118195961813,216.40241266535602,4.786054301492051,2.2386852980503256,3.4675626838826945,2.5350372320492824,4.2870694301357855,1.7190290762406457,0.9853569437684775,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08484748298614916,1.4331703604564272e-4,0.95323475387085,1.1407873062109007e-5,1.3294889658848842e-5,0,0.04674054336642908,409,11658615
final,195,-1611.1739784505282,0.2884465283289059,245.40588155205606,6.09325647128028,3.308091782930927,4.2643767782700275,3.303589709035546,5.386623452276455,2.0855745614511267,0.9661157711153375,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08903532991539345,1.4331703604564272e-4,0.8678336408629149,6.681510083033416e-5,8.105297854257482e-5,0,0.13201849105771224,2582,11659041
final,200,-1611.1937154784598,0.8761813380986698,208.21879875725512,4.710226112563016,2.4417204868796807,3.5097133458186325,2.5042280183109775,4.301852181044518,1.7973534969241867,0.9828529559122487,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09512799553984161,1.4331703604564272e-4,0.9553469858203324,1.4152306435688445e-5,1.7411625493604573e-5,0,0.04462145024773834,567,11658877
final,31,-1611.1965325314425,0.9993795355746272,369.09791091276657,5.4324916752919625,1.7504077081674314,4.05483538913446,1.7647564426888536,5.115891634450058,1.0171476634312042,0.9845164640181691,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09598612979845822,1.4331703604564272e-4,0.9509721301948978,8.663077064932335e-6,1.2694409956534512e-5,0,0.04900651231808073,375,11658675
final,252,-1611.2119066564037,0.8814133683778468,229.81610697807162,4.82224630318859,2.3606479546967227,3.6297749117199136,2.4204855785263573,4.518314962762409,1.751660250401831,0.9816479407225374,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09533943721286033,1.4331703604564272e-4,0.9552443691051087,1.3294167857137956e-5,1.792568440091505e-5,0,0.04472441104263325,585,11659248
final,211,-1611.2160917484396,0.49360510231763977,231.81767755760114,4.214517556594663,2.7262481340367954,3.1099353445215434,2.7886718086650717,3.800900128358366,2.313797305178205,0.9940959476037534,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08165398816207523,1.4331703604564272e-4,0.9048864981124689,0,0,0,0.0951135018875311,0,11658881
final,345,-1611.2199935358306,0.8013274407392226,206.8390524817489,4.974523743864262,2.107768662092776,3.630285743610555,2.2211929331038762,4.458868396488705,1.4871604044265212,0.9885411395593511,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.08635482040771163,1.4331703604564272e-4,0.9432018834608593,1.3981169851657215e-5,2.0585771560722278e-5,0,0.056763549597728336,590,11658538
