model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,sig_sq,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,162,0.9451187079245025,157.4133833722842,3.4193923390525227,3.7370054569086513,2.643295754083728,3.547261039519386,3.4838672288345105,3.1705236781366586,0.9767753292264723,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09641937265458275,1.4331703604564272e-4,0.9106353115023764,1.672578875603277e-5,2.418806373949351e-5,0,0.0893237746451281,11658643,-1143.3298603876196,1.4205704755858697,2193.265094818184,2208.618654106637
