model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,sig_sq,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,316,0.9917749192338872,219.69447135354693,4.4808712923401295,1.8819702203042408,3.3084579785818518,2.205461425149295,4.130199932595136,1.451366800346814,0.9989474495503974,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.07873577796148773,1.4331703604564272e-4,0.9386612228533399,9.999999980000006e-10,9.999999980000006e-10,0,0.06133877514666019,11658596,NA,NA,101.01010101010101,101.01010101010101
