model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,sig_sq,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,89,0.9525269940577218,206.12502555652281,4.731706140264148,1.3719467366882843,3.6854256597406656,1.544820829997223,4.881556865785068,0.9960507060604734,0.9998558354032622,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09847626424512858,1.4331703604564272e-4,0.9328179852702362,9.999999980000006e-10,9.999999980000006e-10,0,0.06718201272976392,11659088,NA,NA,101.01010101010101,101.01010101010101
