model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,sig_sq,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,77,0.9837903447593496,58.45086198099262,3.1550794089986685,2.7764198510921005,2.966493618234583,3.1788253420793353,2.8550034025673905,2.7650053526597684,0.9998437950353898,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.14243743663072228,1.4331703604564272e-4,0.9452454081263746,3.859744435170574e-6,5.060553815001416e-6,0,0.05474567157537524,11658803,-1160.6081773507185,5.805516422573643,2543.4880160507323,2552.816786704612
