model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,sig_sq,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,241,0.9950436859744659,393.40399340253896,2.4281026293437256,4.660059820978329,1.3046125790652645,5.291963926086716,1.998108446152888,3.771648003185846,0.9763400718385468,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.14569255447025295,1.4331703604564272e-4,0.9493712360038202,7.97668064587098e-6,1.003517887706349e-5,0,0.050610752136656764,11658985,-1142.731721142565,1.8602766379295947,1597.7821425514164,1608.2630991630717
