week,S_med,E_med,I_med,A_med,R_med,incid_med,pop_med,cases_med,S_mean,E_mean,I_mean,A_mean,R_mean,incid_mean,pop_mean,cases_mean,S_lo,E_lo,I_lo,A_lo,R_lo,incid_lo,pop_lo,cases_lo,S_hi,E_hi,I_hi,A_hi,R_hi,incid_hi,pop_hi,cases_hi,date
233,10838327,223,279,0,823311,770,11662144,774,10838310.88,234.24,294.04,0,823315.6,777.44,11662154.76,775,10838030.6,176,232.2,0,823223.8,648.8,11662026.2,607.8,10838504.2,342.79999999999995,370.79999999999995,0,823395,923.1999999999999,11662313.2,973.5999999999999,2015-04-02
234,10842934,224,297,0,822066,779,11665492,773,10842868.56,240.04,309.12,0,822062.88,840.56,11665480.6,811.48,10842132.8,151.6,220.2,0,821788.8,647.8,11665275.399999999,567,10843254.399999999,409.79999999999984,491.7999999999999,0,822463.6000000001,1274.3999999999996,11665720,1273.7999999999995,2015-04-09
235,10847624,229,283,0,820738,766,11668778,732,10847409.12,252.24,315.88,0,820818,862.52,11668795.24,798.04,10846150.6,144.8,205.6,0,820356,565.2,11668569.8,551.4,10847930.6,490.3999999999995,556.5999999999997,0,821678.2,1454.3999999999992,11669039.4,1237.3999999999994,2015-04-16
236,10852207,234,281,0,819481,796,11672098,801,10851964.24,238.4,313.76,0,819612.04,871.12,11672128.44,891.52,10850081.8,128.60000000000002,172.60000000000002,0,818884,499.79999999999995,11671879.2,477,10852778,501.79999999999967,597.9999999999993,0,821103.6,1659.5999999999983,11672378,1670.9999999999989,2015-04-23
237,10856812,198,270,0,818204,765,11675444,745,10856533.12,238.12,302.88,0,818401.24,841.8,11675475.36,793.28,10853856.2,138.6,177,0,817352.4,497.20000000000005,11675211.399999999,456.8,10857624.8,512.9999999999995,636.7999999999996,0,820700.8,1758.7999999999988,11675827.2,1733.1999999999994,2015-04-30
238,10861652,210,265,0,816775,722,11678786,694,10861138.8,247.12,295.52,0,817151.52,817.84,11678832.96,785.72,10857410,133.6,155.6,0,815796,461.6,11678570.6,452,10862557.2,576.3999999999996,670.3999999999994,0,820394.4,1821.1999999999985,11679230.399999999,1657.7999999999986,2015-05-07
239,10866435,198,262,0,815415,721,11682179,721,10865704.68,231.48,299.04,0,815902.68,845.76,11682137.88,839.84,10860700.2,110.6,142,0,814194.6,404.4,11681760.8,417.2,10867483.6,560.9999999999995,741.9999999999993,0,820302.8,2075.3999999999983,11682497,2080.399999999998,2015-05-14
240,10871233,189,258,0,814090,709,11685492,634,10870265.2,223.12,299.4,0,814662.92,821.32,11685450.64,790.64,10864226,97.8,116.6,0,812591.6,348.2,11685123,343,10872416.8,504.7999999999997,709.9999999999993,0,820203.2,1959.999999999998,11685810.600000001,1907.3999999999985,2015-05-21
241,10875807,169,232,0,812495,633,11688775,641,10874882.36,210.84,285.4,0,813401.28,790.08,11688779.88,806.6,10867866.2,56.400000000000006,86.6,0,810853,289.4,11688351.6,277.8,10877477,575.7999999999997,772.9999999999995,0,819971,2039.9999999999993,11689180,2490.7999999999984,2015-05-28
242,10880920,158,231,0,810772,595,11692179,632,10879587.72,194.88,264.32,0,812083.28,730.48,11692130.2,704.84,10871453,50,69.80000000000001,0,808974.3999999999,208.60000000000002,11691621.4,198.2,10882710.600000001,538.9999999999997,720.3999999999995,0,819723.6000000001,1971.3999999999992,11692551,1795.5999999999997,2015-06-04
