week,S_med,E_med,I_med,A_med,R_med,incid_med,pop_med,cases_med,S_mean,E_mean,I_mean,A_mean,R_mean,incid_mean,pop_mean,cases_mean,S_lo,E_lo,I_lo,A_lo,R_lo,incid_lo,pop_lo,cases_lo,S_hi,E_hi,I_hi,A_hi,R_hi,incid_hi,pop_hi,cases_hi,date
233,10856773,0,0,0,805537,0,11662312,0,10856766.48,0,0,0,805538.16,0,11662304.64,0,10856616.399999999,0,0,0,805465.4,0,11662178.8,0,10856878.4,0,0,0,805648.2,0,11662415.8,0,2015-04-02
234,10862135,0,0,0,803500,0,11665620,0,10862135.56,0,0,0,803500.6,0,11665636.16,0,10861991.8,0,0,0,803371.6000000001,0,11665466,0,10862305.600000001,0,0,0,803607.2,0,11665845,0,2015-04-09
235,10867535,0,0,0,801436,0,11668999,0,10867542.48,0,0,0,801461.68,0,11669004.16,0,10867257,0,0,0,801323.2,0,11668790.6,0,10867817.4,0,0,0,801590.8,0,11669252.2,0,2015-04-16
236,10872844,0,0,0,799436,0,11672292,0,10872890.56,0,0,0,799435.92,0,11672326.48,0,10872539.399999999,0,0,0,799273,0,11672033,0,10873282.8,0,0,0,799554,0,11672661,0,2015-04-23
237,10878253,0,0,0,797416,0,11675664,0,10878260.08,0,0,0,797417.52,0,11675677.6,0,10877963.6,0,0,0,797217.2,0,11675395.600000001,0,10878664.8,0,0,0,797550,0,11676115,0,2015-04-30
238,10883553,0,0,0,795391,0,11679004,0,10883601.28,0,0,0,795392.6,0,11678993.88,0,10883258.600000001,0,0,0,795186,0,11678716.2,0,10884114,0,0,0,795560.4,0,11679438.8,0,2015-05-07
239,10888976,0,0,0,793344,0,11682344,0,10888959.6,0,0,0,793356.84,0,11682316.44,0,10888514.6,0,0,0,793142.4,0,11681965,0,10889405.8,0,0,0,793561.8,0,11682761.2,0,2015-05-14
240,10894291,0,0,0,791345,0,11685648,0,10894286.8,0,0,0,791346.64,0,11685633.44,0,10893891,0,0,0,791118.2,0,11685282,0,10894828,0,0,0,791639.3999999999,0,11686161.2,0,2015-05-21
241,10899604,0,0,0,789326,0,11688944,0,10899613.28,0,0,0,789344.92,0,11688958.2,0,10899211,0,0,0,789121.4,0,11688550,0,10900251,0,0,0,789649.4,0,11689525.2,0,2015-05-28
242,10905006,0,0,0,787318,0,11692332,0,10904970.96,0,0,0,787341.88,0,11692312.84,0,10904567.4,0,0,0,787115,0,11691925.399999999,0,10905599.2,0,0,0,787605.6,0,11692893.600000001,0,2015-06-04
243,10910324,0,0,0,785343,0,11695671,0,10910335.16,0,0,0,785348.24,0,11695683.4,0,10909909,0,0,0,785108.2,0,11695292.6,0,10910971.2,0,0,0,785593,0,11696251.6,0,2015-06-11
244,10915636,0,0,0,783353,0,11699003,0,10915660.32,0,0,0,783364.2,0,11699024.52,0,10915277.2,0,0,0,783090.4,0,11698526.8,0,10916225.2,0,0,0,783593,0,11699545.4,0,2015-06-18
245,10920944,0,0,0,781384,0,11702301,0,10920969.04,0,0,0,781374.04,0,11702343.08,0,10920483.2,0,0,0,781090.8,0,11701802.8,0,10921594.8,0,0,0,781631.6000000001,0,11702970.8,0,2015-06-25
246,10926292,0,0,0,779398,0,11705783,0,10926323.6,0,0,0,779388.8,0,11705712.4,0,10925857.8,0,0,0,779064.3999999999,0,11705113.600000001,0,10926851.6,0,0,0,779689.6000000001,0,11706314.8,0,2015-07-02
247,10931596,0,0,0,777417,0,11709079,0,10931606.16,0,0,0,777405.52,0,11709011.68,0,10931164,0,0,0,777076.2,0,11708406,0,10932152.2,0,0,0,777771.2,0,11709612.600000001,0,2015-07-09
248,10936825,0,0,0,775448,0,11712391,0,10936926.4,0,0,0,775434.36,0,11712360.76,0,10936419.399999999,0,0,0,775072.2,0,11711777.600000001,0,10937496.8,0,0,0,775800.8,0,11712939,0,2015-07-16
249,10942214,0,0,0,773471,0,11715730,0,10942249.56,0,0,0,773461.56,0,11715711.12,0,10941780.6,0,0,0,773066,0,11715196.6,0,10942828.2,0,0,0,773847.8,0,11716322.2,0,2015-07-23
250,10947495,0,0,0,771516,0,11719005,0,10947532.56,0,0,0,771490.28,0,11719022.84,0,10947039.4,0,0,0,771056.4,0,11718484.600000001,0,10948168,0,0,0,771886.8,0,11719629.2,0,2015-07-30
251,10952732,0,0,0,769553,0,11722337,0,10952843,0,0,0,769515.24,0,11722358.24,0,10952337,0,0,0,769088.3999999999,0,11721921.2,0,10953435.2,0,0,0,769903.3999999999,0,11722971,0,2015-08-06
252,10958198,0,0,0,767575,0,11725708,0,10958163.16,0,0,0,767557.2,0,11725720.36,0,10957586,0,0,0,767155,0,11725315.8,0,10958799.8,0,0,0,767936,0,11726351.8,0,2015-08-13
253,10963411,0,0,0,765633,0,11729051,0,10963451,0,0,0,765603.64,0,11729054.64,0,10962732.399999999,0,0,0,765219,0,11728571.8,0,10964083.6,0,0,0,766007.8,0,11729625.8,0,2015-08-20
254,10968739,0,0,0,763703,0,11732398,0,10968753.84,0,0,0,763669.04,0,11732422.88,0,10968196.4,0,0,0,763260.8,0,11731866.600000001,0,10969436.4,0,0,0,764048.3999999999,0,11733016.4,0,2015-08-27
255,10974020,0,0,0,761720,0,11735773,0,10974045.04,0,0,0,761717.88,0,11735762.92,0,10973528.6,0,0,0,761307,0,11735172,0,10974810.8,0,0,0,762089.6000000001,0,11736410.8,0,2015-09-03
256,10979290,0,0,0,759838,0,11739121,0,10979359.32,0,0,0,759773.24,0,11739132.56,0,10978808.600000001,0,0,0,759366.6,0,11738543.8,0,10980104.8,0,0,0,760134.6000000001,0,11739768.2,0,2015-09-10
257,10984619,0,0,0,757875,0,11742495,0,10984654.28,0,0,0,757856.04,0,11742510.32,0,10984071.8,0,0,0,757410.6000000001,0,11741859.2,0,10985411.8,0,0,0,758245.2,0,11743217.8,0,2015-09-17
258,10989907,0,0,0,756009,0,11745829,0,10989920.68,0,0,0,755937.04,0,11745857.72,0,10989247.6,0,0,0,755494.6000000001,0,11745174.600000001,0,10990743,0,0,0,756344.2,0,11746541,0,2015-09-24
259,10995214,0,0,0,754057,0,11749175,0,10995213.8,0,0,0,754006.84,0,11749220.64,0,10994498.2,0,0,0,753600.8,0,11748555.8,0,10996014.2,0,0,0,754438.3999999999,0,11749827,0,2015-10-01
260,11000471,0,0,0,752102,0,11752484,0,11000457.2,0,0,0,752104.24,0,11752561.44,0,10999772.2,0,0,0,751716.2,0,11751899.2,0,11001222.600000001,0,0,0,752548.8,0,11753197.4,0,2015-10-08
261,11005739,0,0,0,750181,0,11755857,0,11005720.68,0,0,0,750184.64,0,11755905.32,0,11005040.399999999,0,0,0,749787.3999999999,0,11755244.2,0,11006518.4,0,0,0,750565.2,0,11756534.6,0,2015-10-15
262,11010976,0,0,0,748267,0,11759289,0,11010997.92,0,0,0,748289.84,0,11759287.76,0,11010306.600000001,0,0,0,747882.2,0,11758623.4,0,11011835.399999999,0,0,0,748700,0,11759972.2,0,2015-10-22
263,11016311,0,0,0,746387,0,11762669,0,11016252.16,0,0,0,746398.12,0,11762650.28,0,11015501.8,0,0,0,745932.2,0,11761938.6,0,11017038.399999999,0,0,0,746808.6,0,11763324.8,0,2015-10-29
264,11021522,0,0,0,744528,0,11766019,0,11021510.44,0,0,0,744501,0,11766011.44,0,11020680.2,0,0,0,743959.6000000001,0,11765267.399999999,0,11022280.2,0,0,0,744907.6000000001,0,11766783.399999999,0,2015-11-05
265,11026738,0,0,0,742630,0,11769347,0,11026752.4,0,0,0,742610.68,0,11769363.08,0,11025941,0,0,0,742116,0,11768622.8,0,11027536.4,0,0,0,743020.6,0,11770158.8,0,2015-11-12
266,11031916,0,0,0,740740,0,11772725,0,11032002.88,0,0,0,740726.64,0,11772729.52,0,11031213.6,0,0,0,740214.6,0,11772020.2,0,11032740.4,0,0,0,741148.3999999999,0,11773446.2,0,2015-11-19
267,11037281,0,0,0,738862,0,11776107,0,11037266.6,0,0,0,738828.08,0,11776094.68,0,11036393.6,0,0,0,738320.6,0,11775342.2,0,11037980,0,0,0,739234.6,0,11776838.8,0,2015-11-26
268,11042448,0,0,0,736981,0,11779414,0,11042501.88,0,0,0,736946,0,11779447.88,0,11041618.2,0,0,0,736432.4,0,11778656.6,0,11043225.399999999,0,0,0,737378.8,0,11780179.2,0,2015-12-03
269,11047712,0,0,0,735071,0,11782780,0,11047706.16,0,0,0,735065.56,0,11782771.72,0,11046796.600000001,0,0,0,734528,0,11781858.4,0,11048424.2,0,0,0,735546.4,0,11783488.6,0,2015-12-10
270,11052979,0,0,0,733230,0,11786060,0,11052893,0,0,0,733202.32,0,11786095.32,0,11052030.399999999,0,0,0,732646.2,0,11785252.600000001,0,11053582,0,0,0,733667.8,0,11786793.6,0,2015-12-17
271,11058269,0,0,0,731352,0,11789456,0,11058148.16,0,0,0,731334,0,11789482.16,0,11057287.4,0,0,0,730817.8,0,11788596.4,0,11058868.2,0,0,0,731771.2,0,11790217.2,0,2015-12-24
272,11063552,0,0,0,729545,0,11792907,0,11063371.96,0,0,0,729476.16,0,11792848.12,0,11062402.2,0,0,0,728941.2,0,11791921,0,11064081.600000001,0,0,0,729881.4,0,11793638.399999999,0,2015-12-31
273,11068862,0,0,0,727699,0,11796179,0,11068605.08,0,0,0,727622.52,0,11796227.6,0,11067615,0,0,0,726995.4,0,11795366,0,11069272.2,0,0,0,728056.8,0,11797020.8,0,2016-01-07
274,11074095,0,0,0,725846,0,11799551,0,11073847.08,0,0,0,725769.4,0,11799616.48,0,11072824.2,0,0,0,725120,0,11798673.399999999,0,11074651.2,0,0,0,726219.2,0,11800525.2,0,2016-01-14
275,11079311,0,0,0,723993,0,11802894,0,11079060,0,0,0,723927.12,0,11802987.12,0,11078004,0,0,0,723304.8,0,11802048.2,0,11079926.6,0,0,0,724390,0,11803874,0,2016-01-21
276,11084435,0,0,0,722152,0,11806252,0,11084246.32,0,0,0,722082.92,0,11806329.24,0,11083152.2,0,0,0,721486.8,0,11805284.8,0,11085144.600000001,0,0,0,722554.4,0,11807278.8,0,2016-01-28
277,11089615,0,0,0,720337,0,11809571,0,11089445.08,0,0,0,720255.2,0,11809700.28,0,11088393,0,0,0,719714.6,0,11808673.8,0,11090359.4,0,0,0,720749.8,0,11810690.8,0,2016-02-04
278,11094672,0,0,0,718509,0,11812933,0,11094636.92,0,0,0,718435.56,0,11813072.48,0,11093527.4,0,0,0,717889.2,0,11812007.8,0,11095577.399999999,0,0,0,718969,0,11814047.2,0,2016-02-11
279,11100020,0,0,0,716657,0,11816363,0,11099839.44,0,0,0,716595.24,0,11816434.68,0,11098692.4,0,0,0,716002,0,11815339.6,0,11100715,0,0,0,717164.6,0,11817447.8,0,2016-02-18
280,11105179,0,0,0,714832,0,11819744,0,11105026.68,0,0,0,714778.6,0,11819805.28,0,11103841,0,0,0,714229.6,0,11818772,0,11105972.600000001,0,0,0,715384,0,11820812.8,0,2016-02-25
281,11110339,0,0,0,713011,0,11823137,0,11110191.24,0,0,0,712983.16,0,11823174.4,0,11108965.6,0,0,0,712414.2,0,11822127.2,0,11111121.6,0,0,0,713587,0,11824170.8,0,2016-03-03
282,11115480,0,0,0,711144,0,11826592,0,11115366.84,0,0,0,711162.32,0,11826529.16,0,11114049.8,0,0,0,710625,0,11825456.399999999,0,11116325.2,0,0,0,711777.6,0,11827562.8,0,2016-03-10
283,11120578,0,0,0,709324,0,11829879,0,11120518.32,0,0,0,709350.24,0,11829868.56,0,11119209,0,0,0,708795.3999999999,0,11828758.2,0,11121495.6,0,0,0,709938.2,0,11830901,0,2016-03-17
284,11125886,0,0,0,707503,0,11833345,0,11125729.56,0,0,0,707542.72,0,11833272.28,0,11124342.4,0,0,0,707024.4,0,11832066.6,0,11126748.6,0,0,0,708187.6,0,11834293.4,0,2016-03-24
285,11131080,0,0,0,705708,0,11836745,0,11130917.16,0,0,0,705737.72,0,11836654.88,0,11129507.2,0,0,0,705215.4,0,11835375.2,0,11131971.8,0,0,0,706406.6000000001,0,11837776,0,2016-03-31
286,11136192,0,0,0,703936,0,11840071,0,11136090.84,0,0,0,703956.2,0,11840047.04,0,11134728.2,0,0,0,703445.2,0,11838736.8,0,11137140,0,0,0,704590.4,0,11841140.8,0,2016-04-07
287,11141399,0,0,0,702098,0,11843481,0,11141272.64,0,0,0,702167.84,0,11843440.48,0,11139887,0,0,0,701688.8,0,11842087.8,0,11142356.6,0,0,0,702855.4,0,11844576.2,0,2016-04-14
288,11146645,0,0,0,700348,0,11846818,0,11146429.72,0,0,0,700399.6,0,11846829.32,0,11145001.8,0,0,0,699901.3999999999,0,11845506.8,0,11147441.8,0,0,0,701068,0,11847919.8,0,2016-04-21
289,11151683,0,0,0,698621,0,11850144,0,11151581.8,0,0,0,698636.2,0,11850218,0,11150146.8,0,0,0,698093.6,0,11848993.6,0,11152614,0,0,0,699274,0,11851313.6,0,2016-04-28
290,11156767,0,0,0,696816,0,11853547,0,11156741.12,0,0,0,696855.52,0,11853596.64,0,11155323.8,0,0,0,696350,0,11852441,0,11157718.2,0,0,0,697481.4,0,11854724.8,0,2016-05-05
291,11161864,0,0,0,695042,0,11856875,0,11161899.84,0,0,0,695073.76,0,11856973.6,0,11160425.6,0,0,0,694533.8,0,11855839.8,0,11162870.399999999,0,0,0,695695.4,0,11858068.8,0,2016-05-12
292,11167062,0,0,0,693283,0,11860275,0,11167052.32,0,0,0,693315.24,0,11860367.56,0,11165518.8,0,0,0,692776.2,0,11859173,0,11168103.6,0,0,0,693919,0,11861509.6,0,2016-05-19
293,11172230,0,0,0,691509,0,11863639,0,11172172.32,0,0,0,691556.36,0,11863728.68,0,11170566.2,0,0,0,690940,0,11862498.4,0,11173309.399999999,0,0,0,692178.4,0,11864919.2,0,2016-05-26
294,11177463,0,0,0,689790,0,11866983,0,11177306.68,0,0,0,689802.76,0,11867109.44,0,11175656.399999999,0,0,0,689180.2,0,11865815,0,11178456.399999999,0,0,0,690413,0,11868267,0,2016-06-02
295,11182558,0,0,0,688048,0,11870321,0,11182411,0,0,0,688053.44,0,11870464.44,0,11180640.2,0,0,0,687446.4,0,11869099.6,0,11183461.2,0,0,0,688650.8,0,11871612.4,0,2016-06-09
296,11187753,0,0,0,686319,0,11873628,0,11187539.12,0,0,0,686300.6,0,11873839.72,0,11185718.399999999,0,0,0,685661.8,0,11872482.6,0,11188626,0,0,0,686923.8,0,11874991,0,2016-06-16
297,11192780,0,0,0,684601,0,11877114,0,11192656.04,0,0,0,684558.04,0,11877214.08,0,11190637,0,0,0,683915.4,0,11875688.6,0,11193795.399999999,0,0,0,685166.8,0,11878404.8,0,2016-06-23
298,11197882,0,0,0,682840,0,11880528,0,11197790.16,0,0,0,682819.16,0,11880609.32,0,11195880.4,0,0,0,682177.8,0,11879105.2,0,11198887.4,0,0,0,683419.2,0,11881788.600000001,0,2016-06-30
299,11203039,0,0,0,681078,0,11883891,0,11202902.44,0,0,0,681082.24,0,11883984.68,0,11201036.6,0,0,0,680480.2,0,11882501.2,0,11203999.6,0,0,0,681708.6000000001,0,11885185.8,0,2016-07-07
300,11208177,0,0,0,679366,0,11887260,0,11208019.12,0,0,0,679349.96,0,11887369.08,0,11206329.8,0,0,0,678717.2,0,11885993,0,11209075.4,0,0,0,680004.6000000001,0,11888567.6,0,2016-07-14
301,11213288,0,0,0,677633,0,11890675,0,11213147.28,0,0,0,677622.24,0,11890769.52,0,11211446.4,0,0,0,677032.2,0,11889362.6,0,11214205.8,0,0,0,678247.2,0,11891989.8,0,2016-07-21
302,11218478,0,0,0,675917,0,11894136,0,11218262.96,0,0,0,675898.6,0,11894161.56,0,11216567,0,0,0,675304.8,0,11892792.4,0,11219353.8,0,0,0,676531,0,11895376.4,0,2016-07-28
303,11223625,0,0,0,674224,0,11897551,0,11223361.4,0,0,0,674199,0,11897560.4,0,11221559.2,0,0,0,673604.6000000001,0,11896166.399999999,0,11224520.6,0,0,0,674862.6,0,11898797,0,2016-08-04
304,11228696,0,0,0,672492,0,11900975,0,11228455.28,0,0,0,672486.8,0,11900942.08,0,11226631.8,0,0,0,671889,0,11899512,0,11229691,0,0,0,673150.4,0,11902303.4,0,2016-08-11
305,11233841,0,0,0,670800,0,11904368,0,11233558.96,0,0,0,670795.48,0,11904354.44,0,11231798.399999999,0,0,0,670171.2,0,11902970.399999999,0,11234758,0,0,0,671429.2,0,11905738.4,0,2016-08-18
306,11238963,0,0,0,669085,0,11907794,0,11238684.08,0,0,0,669084.08,0,11907768.16,0,11236894.2,0,0,0,668472,0,11906364,0,11239916.399999999,0,0,0,669706.8,0,11909143.4,0,2016-08-25
307,11244027,0,0,0,667416,0,11911235,0,11243781.96,0,0,0,667395.32,0,11911177.28,0,11241905.8,0,0,0,666753,0,11909789.2,0,11245013.4,0,0,0,668011,0,11912550.4,0,2016-09-01
308,11249091,0,0,0,665703,0,11914559,0,11248870.12,0,0,0,665687.6,0,11914557.72,0,11247018.4,0,0,0,665011.6000000001,0,11913211,0,11250072.6,0,0,0,666367.8,0,11915892.2,0,2016-09-08
309,11254261,0,0,0,664005,0,11918025,0,11253964.04,0,0,0,664008.16,0,11917972.2,0,11252115.6,0,0,0,663327.4,0,11916635.8,0,11255124,0,0,0,664713.6000000001,0,11919253.2,0,2016-09-15
310,11259382,0,0,0,662320,0,11921490,0,11259064.84,0,0,0,662332.92,0,11921397.76,0,11257223,0,0,0,661595.8,0,11919998.8,0,11260262.2,0,0,0,663072.2,0,11922755.4,0,2016-09-22
311,11264484,0,0,0,660671,0,11924929,0,11264133.24,0,0,0,660647.24,0,11924780.48,0,11262232.2,0,0,0,659879,0,11923378.2,0,11265338.600000001,0,0,0,661396.2,0,11926077,0,2016-09-29
312,11269575,0,0,0,658988,0,11928359,0,11269239.68,0,0,0,658972.04,0,11928211.72,0,11267385.2,0,0,0,658225.6000000001,0,11926861.2,0,11270365.6,0,0,0,659710.3999999999,0,11929419.4,0,2016-10-06
313,11274676,0,0,0,657339,0,11931754,0,11274325.36,0,0,0,657304.76,0,11931630.12,0,11272583.4,0,0,0,656572,0,11930241.399999999,0,11275438.2,0,0,0,657981.6,0,11932914.8,0,2016-10-13
314,11279783,0,0,0,655662,0,11935081,0,11279407.68,0,0,0,655636.84,0,11935044.52,0,11277667.399999999,0,0,0,654909.6,0,11933707.4,0,11280503.2,0,0,0,656312,0,11936292.4,0,2016-10-20
315,11284777,0,0,0,653984,0,11938516,0,11284471.12,0,0,0,653976.12,0,11938447.24,0,11282699.8,0,0,0,653310.8,0,11937000.8,0,11285542.6,0,0,0,654660,0,11939697.8,0,2016-10-27
316,11289884,0,0,0,652287,0,11941978,0,11289539.04,0,0,0,652316.32,0,11941855.36,0,11287782.4,0,0,0,651682.8,0,11940438.4,0,11290603,0,0,0,653010,0,11943192.8,0,2016-11-03
317,11294955,0,0,0,650628,0,11945334,0,11294631.32,0,0,0,650651.88,0,11945283.2,0,11292907.8,0,0,0,649990,0,11943902.8,0,11295709.600000001,0,0,0,651309.6,0,11946663.6,0,2016-11-10
318,11300153,0,0,0,648967,0,11948692,0,11299719.36,0,0,0,648980.84,0,11948700.2,0,11297946.4,0,0,0,648328,0,11947255.8,0,11300837.8,0,0,0,649639.4,0,11950028.399999999,0,2016-11-17
319,11305115,0,0,0,647305,0,11952177,0,11304776.04,0,0,0,647333.92,0,11952109.96,0,11302966.8,0,0,0,646670,0,11950586.399999999,0,11305906,0,0,0,647993.2,0,11953549.4,0,2016-11-24
320,11310235,0,0,0,645621,0,11955600,0,11309835.44,0,0,0,645679.68,0,11955515.12,0,11308010.2,0,0,0,645008.2,0,11953956.600000001,0,11311003.2,0,0,0,646352,0,11957049.8,0,2016-12-01
321,11315281,0,0,0,644021,0,11958963,0,11314877.8,0,0,0,644042.04,0,11958919.84,0,11313025.2,0,0,0,643352.4,0,11957316.4,0,11316104.2,0,0,0,644726.2,0,11960501,0,2016-12-08
322,11320201,0,0,0,642368,0,11962442,0,11319925.36,0,0,0,642403.24,0,11962328.6,0,11318119,0,0,0,641729,0,11960811.2,0,11321113.8,0,0,0,643062.4,0,11963874.4,0,2016-12-15
323,11325266,0,0,0,640739,0,11965874,0,11324974.92,0,0,0,640771.2,0,11965746.12,0,11323153.4,0,0,0,640047.4,0,11964214.2,0,11326184.2,0,0,0,641434.8,0,11967310.8,0,2016-12-22
324,11330379,0,0,0,639145,0,11969291,0,11330034.64,0,0,0,639143.44,0,11969178.08,0,11328195.8,0,0,0,638390.6,0,11967663.600000001,0,11331204.4,0,0,0,639808.4,0,11970732.2,0,2016-12-29
325,11335455,0,0,0,637557,0,11972687,0,11335078.36,0,0,0,637522,0,11972600.36,0,11333137.2,0,0,0,636765,0,11971037.6,0,11336272.2,0,0,0,638195.3999999999,0,11974113.600000001,0,2017-01-05
