model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,sig_sq,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,237,0.9739675436508621,164.7899299159349,4.581306875521217,2.091846813214002,3.1965110105218715,2.1801957949978017,4.22360420470968,1.4777041558945296,0.9958234349770438,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,0.09452456661941452,1.4331703604564272e-4,0.9424435175969357,9.999999980000006e-10,9.999999980000006e-10,0,0.05755648040306433,11659330,NA,NA,101.01010101010101,101.01010101010101
