model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,sig_sq,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,70,0.973028656384617,28.637878257615178,4.756560124222994,1.8647059361677236,3.4173895557167873,1.8300605407158983,4.685938652854299,1.0541090540757532,0.9998447637219031,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,7.783387742894081e-4,1.4331703604564272e-4,0.9218267216638502,9.999999980000006e-10,9.999999980000006e-10,0,0.07817327633614995,11658754,NA,NA,101.01010101010101,101.01010101010101
