week,S_med,E_med,I_med,A_med,R_med,incid_med,pop_med,cases_med,S_mean,E_mean,I_mean,A_mean,R_mean,incid_mean,pop_mean,cases_mean,S_lo,E_lo,I_lo,A_lo,R_lo,incid_lo,pop_lo,cases_lo,S_hi,E_hi,I_hi,A_hi,R_hi,incid_hi,pop_hi,cases_hi,date
233,11254091,123,154,0,408531,433,11662901,381,11254097.8,123.56,156.88,0,408525.68,431.84,11662903.92,407.68,11253970.4,107.6,134.4,0,408444,394.6,11662782,212.8,11254248.399999999,143.39999999999998,177.6,0,408578.2,456.8,11663046.6,601.4,2015-04-02
234,11258053,123,162,0,407940,452,11666270,459,11258038.28,124.88,161.04,0,407936.64,443.84,11666260.84,451.72,11257730.6,90,116.19999999999999,0,407813.6,372.20000000000005,11665979.399999999,221,11258310.6,151.4,196.99999999999997,0,408032.6,520.8,11666541.6,731.1999999999999,2015-04-09
235,11261960,137,173,0,407345,469,11669578,451,11261930.48,134.48,171.08,0,407340.68,458,11669576.72,461.32,11261587,90,111.2,0,407127.6,308,11669346.8,221.4,11262208,176,228.79999999999998,0,407546.19999999995,595.8,11669873.399999999,783.5999999999999,2015-04-16
236,11265773,141,179,0,406768,476,11672854,496,11265769.84,141.76,181.56,0,406794.6,487.48,11672887.76,546.28,11265328.600000001,102.80000000000001,129.4,0,406492.6,349.8,11672630.2,264.20000000000005,11266188,187.2,235.2,0,407054.6,647.4,11673211.6,943.9999999999995,2015-04-23
237,11269598,155,191,0,406277,527,11676220,448,11269576.16,152.08,190.76,0,406280.2,521.64,11676199.2,497.08,11268986.8,105,127.8,0,405873.8,373.2,11675940.4,319.6,11270076,197.2,250.79999999999998,0,406653.8,670.2,11676569.8,875.9999999999999,2015-04-30
238,11273395,152,203,0,405825,550,11679520,523,11273372.84,152.12,200.32,0,405791.28,546.4,11679516.56,515.2,11272668.4,104.80000000000001,138.2,0,405275.8,392,11679190,271.6,11273957.2,199.59999999999997,262.2,0,406282,690.2,11679895.2,721,2015-05-07
239,11277227,154,207,0,405340,543,11682868,461,11277179.64,150.56,201.36,0,405307.04,545.8,11682838.6,489.04,11276427.4,85.2,131.60000000000002,0,404649.2,361,11682452,199.8,11277934.8,193,269.59999999999997,0,405901.6,719.9999999999999,11683254.4,926.9999999999999,2015-05-14
240,11281044,145,193,0,404864,535,11686177,540,11280978.4,144.64,192.48,0,404829.48,534.12,11686145,562.56,11280086.6,79.2,118.4,0,404053.2,321.4,11685799.8,279,11281895,184.4,256.4,0,405560.6,690,11686521.8,939.9999999999997,2015-05-21
241,11285006,131,188,0,404320,495,11689502,517,11284868.96,128.08,174.32,0,404313.72,495.64,11689485.08,521.24,11283823.6,75.2,99.4,0,403329,297.6,11689073.8,215.60000000000002,11286026.8,169.2,225.79999999999998,0,405169.19999999995,654.4000000000001,11689804.6,850.5999999999999,2015-05-28
242,11288847,119,161,0,403780,468,11692830,392,11288780.76,112.08,151.32,0,403753.12,435.36,11692797.28,413.76,11287599,66.8,82.19999999999999,0,402594,241.20000000000002,11692391.2,209.8,11289946.2,140.99999999999997,198.6,0,404730.4,571,11693117.399999999,679.1999999999999,2015-06-04
243,11292832,93,125,0,403135,384,11696096,342,11292799.72,91.96,127.32,0,403108.68,367.2,11696127.68,365.8,11291439.8,54.2,86.2,0,401827.8,222.40000000000003,11695705.8,170.4,11294082.399999999,121.6,179.2,0,404154.4,486.4,11696483.2,587.9999999999998,2015-06-11
244,11297045,79,107,0,402421,315,11699485,273,11296898.92,76.6,103.8,0,402401.12,300.2,11699480.44,287.28,11295335.4,47,61.8,0,401002.6,173.60000000000002,11699069,124.2,11298214.2,118.39999999999995,150.39999999999998,0,403542.2,418.19999999999993,11699854.399999999,589.8,2015-06-18
245,11301251,57,80,0,401671,256,11702833,229,11301031.76,62.8,87.6,0,401641.56,251.4,11702823.72,248.52,11299399.8,39,50.2,0,400140.4,146,11702441.8,103.4,11302369.600000001,100.79999999999998,141.99999999999994,0,402925.19999999995,392.39999999999986,11703230,479.79999999999967,2015-06-25
