model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,21,0.8845939393202272,15.558001506160307,3.8382378056226396,2.4579330974991516,2.7003739950509997,2.5638878512857133,3.6015354977916902,1.7364286335861812,0.9963722936831629,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9769923344091801,1.561062905431409e-5,2.0328126845452974e-5,0,0.022971726834920107,11658723,-1164.274223557458,3.069944717702371,76.58515378228644,77.43867979557758
