model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,161,0.983686746592678,16.342048580567745,4.778325476880815,4.068616670468558,4.035313373239294,4.012067288388656,4.412593090686312,3.458685161240052,0.9105901972485133,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9579919981082414,1.3380229321691857e-5,1.663951595133473e-5,0,0.04197798214648551,11658993,-1529.2550623392347,10.544977133243703,57.195758997416924,57.9543147269506
