model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,197,0.993923973298365,15.507272134731464,2.0812833087993643,4.050794120878207,1.2022560639954956,4.102860630180093,1.7691356593140848,3.7608624343200616,0.9937514174220332,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9753342802322822,1.4667527047220088e-5,1.8613177597934276e-5,0,0.024632439063072664,11658407,-1179.7471833572363,0.7477936678590456,75.53391391520049,76.47431775324915
