model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,156,0.9077926144783259,36.11647022941004,2.41966543165186,4.251261946328426,1.9828804929234702,4.731706422755317,1.9025558507377789,4.144788192313513,0.9596787739377675,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9607951260766564,1.8355265302201445e-5,2.4959729920283242e-5,0,0.039161558928121,11658780,-1664.244734735277,14.545002215586486,47.00730072827096,48.89440080907374
