model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,58,0.9589126694876229,22.680962508798945,1.2295017899270604,5.237965824797458,0.5456935243471455,6.150300656885927,1.0066310243553798,5.459512030642884,0.9608820696259338,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.962977407891044,2.753336082666642e-5,3.533876841304227e-5,0,0.03695971997971636,11658584,-1609.821436783643,1.4466332080230422,59.533262271654365,60.774774533710676
