epi_mcode,parid,loglik,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,S_0,E_0,I_0,A_0,R_0,incid_0,pop_0
final,116,-1823.402504297813,0.8219876182534368,15.211067563768207,3.004831212975612,3.852439698348942,2.421543794928363,3.763287221092388,3.2372197093569883,3.411578403269803,0.9811323393759729,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.946463432458415,2.3073222915810357e-5,2.9248955443462196e-5,0,0.05348424536322571,921,11658536
final,230,-1899.371822120626,0.5729759267328149,12.254215700995953,6.534931846560613,1.0464300427605273,5.3645325633664065,0.9622785180385784,6.203124767843011,0.35367292013635493,0.9800866277187413,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9227998916892979,2.410144702171729e-5,3.267847443158109e-5,0,0.07714332838924887,1052,11659051
final,91,-1920.9607204761633,0.9306484279239581,6.6988064502697275,1.8386365563968678,6.01930586425006,0.4513987703632111,6.0073898541900395,1.5225060123181327,5.341348802068428,0.9713332626858907,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9413535120543447,3.079267199594326e-5,3.851228335982876e-5,0,0.05857718299029957,1242,11658618
final,264,-1923.3172835469525,0.9077172476638337,7.203378579286092,3.930265537230497,2.6401865309830503,3.1062379505165922,2.0433608428100336,4.175732195688225,1.8703762365829664,0.9972274289854931,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9399208669755623,0,0,0,0.06007913302443768,0,11658091
final,55,-1948.2755453432158,0.34568783963208805,9.46048597764386,2.783821116152946,6.199075082267472,1.6347525416092765,5.427117781717806,2.935630239756282,4.82533699992461,0.9675588818226336,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.8767875425098881,6.330164934248628e-5,7.882685060399037e-5,0,0.12307032899016535,2475,11658464
final,163,-1978.228868342387,0.8486596631727169,9.903610498672535,4.024853175532618,3.9135543325664113,3.2165288095476505,3.617269344588459,3.7547653790413675,3.5909674951413155,0.9611552294943102,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9580333778404371,2.2129182447647113e-5,3.0449068871762503e-5,0,0.0419140439082436,990,11658813
final,41,-1983.2431417504472,0.9590696158112367,14.795256163536877,3.7749952130548046,3.5300363136743225,2.371561966154626,3.8110575089711043,2.8817031063402045,3.1145221412839117,0.981970267850544,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9483414605569981,2.6160131051106345e-5,3.216409555463895e-5,0,0.05160021521639624,1049,11658963
final,293,-1984.436351249236,0.9450617311831782,13.975720275621487,5.870574394394759,0.9795047406508377,4.900485579422249,0.7385182492572782,5.702145619508556,0.3967642617142681,0.990362982024828,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9437145787766463,8.40541765190884e-6,1.1921969934850293e-5,0,0.056265093835766944,364,11659147
final,193,-1986.4312375118059,0.976201435199606,16.978267095828247,5.335378773751821,2.217615367713081,4.551647459720408,1.8722415917185824,5.274242019141016,1.4966558074989198,0.9693170430797218,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9649823436423818,2.0585503174027272e-5,2.7275791705586132e-5,0,0.03496979506273856,881,11658690
final,194,-1991.853671099443,0.9881001879949491,7.527400123527527,6.369465985925442,0.02194024670452535,5.678318460331121,0.26626724279921477,5.5384731443614665,0.062485455974860625,0.994086276257373,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9521026576382073,6.690543328730582e-6,8.920724438307444e-6,0,0.047881731094025715,312,11658246
