model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,127,0.8758036401958478,20.610755370199733,2.2914137626908144,4.14811877315241,1.7174011878340052,4.716454245887234,1.8876088276750072,3.680977669645142,0.9796948751468391,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9496260092535349,1.938398052956349e-5,2.5473638129559097e-5,0,0.05032913312780596,11659112,-1300.7321693341876,1.252425261867345,64.66469179696918,65.46994403204653
