model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,140,0.9944388222909362,30.091385478535038,2.852745824857836,3.96127624926472,1.6947620351102597,4.366478039438614,2.9012071870129175,3.032350059309011,0.9714896370219408,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9769865634301884,1.0807168549286864e-5,1.3980702170902848e-5,0,0.022988648699091337,11658928,-1309.9640257153073,1.7287876139302405,59.65756403581451,60.622621951458676
