model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,118,0.8728636998373708,11.062432635205772,5.251587328532244,0.8323314847422317,4.630422716942389,0.8955699337034188,5.036198062985872,0.3720114739187387,0.9992128018125684,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9358610348009108,1.8869673938038341e-6,2.4015948648412435e-6,0,0.0641346766368306,11658919,-1348.8976921829894,16.26562060284298,72.86318743812886,74.54333211857139
