model,parid,rho_epi,tau_epi,beta1_joint,beta2_joint,beta3_joint,beta4_joint,beta5_joint,beta6_joint,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq_epi,kappa,S_0,E_0,I_0,A_0,R_0,pop_0,rho_end,tau_end,sig_sq_end,epi_loglik,epi_loglik.se,end_loglik,end_loglik.se,full_loglik,full_loglik.se
if,36,0.08415378646967059,422.543351056217,9.922168692005885,2.9869165440495715,8.92799366683655,3.3322554283416475,9.547329729977662,2.6483669575712128,0.9977749581193504,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.15593815202230438,0,0.9978165876173921,0.002183128767375474,2.8361523232718046e-7,0,0,10911819,0.022498067664288482,31.425314408330642,0.15021439248780918,-2027.4116362873674,8.851745821622059,-1994.2148924416817,11.832210691017066,-3091.005229865169,9.562346312139034
