week,S_med,E_med,I_med,A_med,R_med,incid_med,pop_med,cases_med,S_mean,E_mean,I_mean,A_mean,R_mean,incid_mean,pop_mean,cases_mean,S_lo,E_lo,I_lo,A_lo,R_lo,incid_lo,pop_lo,cases_lo,S_hi,E_hi,I_hi,A_hi,R_hi,incid_hi,pop_hi,cases_hi,date
1,10836909,18849,22122,0,38025,60034,10914935,7212,10833489.36,20867.56,22282.76,0,38299.84,60480.2,10914939.52,7411.28,10807963.6,14333.2,15989.8,0,33186.2,49147.4,10914815.2,6174,10848356.600000001,31472.8,29559.2,0,46043.6,75509.4,10915088.399999999,9142.8,2010-10-21
2,10712803,40440,43892,0,118799,102730,10918067,12228,10713053.28,40690,43304.6,0,121013.76,103919.72,10918061.64,12561.04,10642113.399999999,28179.4,29712,0,91918.8,70457,10917852,8098.8,10768419.2,54771.99999999999,60922.799999999996,0,163298.39999999997,148691.19999999995,10918219.6,18256.999999999996,2010-10-28
3,10505603,69252,76665,0,278624,181065,10921196,23144,10495357.36,71497.52,77932.8,0,276390.24,190471.96,10921177.92,23142.28,10352592.8,42026,53271.6,0,203838.2,135854,10920986.399999999,16543.2,10609534.6,104431.59999999995,102177,0,380255.6,256786.39999999997,10921339.600000001,31923.799999999996,2010-11-04
4,10141880,114270,126560,0,522862,320102,10924338,39005,10130231.24,116993.68,130459.24,0,546617.8,323729.08,10924301.96,39775.84,9862527,75572.2,90011.6,0,396373.80000000005,223186.2,10924042.8,27599.2,10355172.2,165987.4,206024.4,0,727286.2,488374.19999999995,10924525.2,57968.39999999999,2010-11-11
5,9582915,163652,184760,0,952992,478714,10927401,60413,9579926.2,167606.2,197799.6,0,982129.32,504691.6,10927461.32,61500.56,9008016.4,116193.6,146061.8,0,722685.6000000001,361028.8,10927254.8,42061.2,9927812.8,252623.99999999997,320283.8,0,1365746.7999999998,792509.7999999999,10927787.8,98283.79999999999,2010-11-18
6,8876764,213152,254869,0,1582957,669986,10930625,82112,8863411.08,213835.24,256730.6,0,1596644.12,676597.52,10930621.04,83915.84,8131424.2,144531.40000000002,177720.40000000002,0,1159403.4,470498.8,10930303.600000001,55223.399999999994,9433029.2,306039.19999999995,357461.79999999993,0,2256895.1999999997,941963.3999999999,10930888.4,112650.4,2010-11-25
7,8003857,211739,284768,0,2324451,792203,10933721,97646,8057811.76,227017.04,296380.36,0,2352550.32,800436.72,10933759.48,97452,7085969.199999999,149451.4,205858.59999999998,0,1711489.4000000001,553937.8,10933530.600000001,69250.20000000001,8780752.4,373968.3999999999,439285.79999999993,0,3162025.3999999994,1142240.3999999997,10934090.2,131681.8,2010-12-02
8,7201282,202838,282325,0,3235063,761746,10936853,93523,7274087.72,218138.84,288293.56,0,3156377.16,802596.48,10936897.28,98352.56,6270986.4,157854.4,187233.40000000002,0,2394407,524681,10936628.2,64953.6,8081308,334626.79999999993,436965.6,0,4145674.7999999993,1231832.7999999998,10937224.8,152982.39999999997,2010-12-09
9,6641308,174680,227608,0,3932843,690956,10939998,86473,6599433.36,183153.68,247893.12,0,3909573.32,721695.2,10940053.48,87545.88,5410214,103359.4,153809,0,3037046.8,471809.19999999995,10939766,57135.4,7582094.799999999,289188.19999999995,353614.39999999997,0,4981499.199999999,1089859,10940514.6,125443.19999999997,2010-12-16
10,6176187,129129,186499,0,4463662,543455,10943185,67158,6102282.48,127692.72,190993.08,0,4522244.24,566445.28,10943212.52,68325.08,4880530.4,82411.8,120748.20000000001,0,3532099,341170.8,10942816.600000001,42409.4,7108861.199999999,167560.4,267381.39999999997,0,5729185.6,831017.3999999999,10943671.2,103674,2010-12-23
11,5846455,83647,134579,0,4891078,410296,10946380,50911,5756381.92,86092.52,135042.76,0,4968853.36,402674.48,10946370.56,49309.52,4576900,39468,72729,0,3980978,227585.4,10945933,26538.6,6700702.4,124600,200271.6,0,6176843.199999999,578952.3999999999,10946817,70397.99999999999,2010-12-30
12,5595039,50844,79570,0,5191446,240947,10949488,29532,5548181.96,52976.36,85049.24,0,5263310.2,257435.92,10949517.76,31292.8,4460370.2,25721.800000000003,43003.8,0,4355834.4,125809.4,10949074,15833.400000000001,6409992.199999999,95310.59999999999,138156.59999999998,0,6404387.799999999,401206.79999999993,10950019.6,49493.19999999999,2011-01-06
