model,parid,rho_epi,tau_epi,beta1_joint,beta2_joint,beta3_joint,beta4_joint,beta5_joint,beta6_joint,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq_epi,kappa,S_0,E_0,I_0,A_0,R_0,pop_0,rho_end,tau_end,sig_sq_end,epi_loglik,epi_loglik.se,end_loglik,end_loglik.se,full_loglik,full_loglik.se
if,133,0.6709090072318591,599.8617360576535,3.8640837189654897,2.597753693857237,2.9896617599957827,2.3532788333256933,3.858814971101107,1.9500813146146823,0.998598922513385,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.08836005114459396,0,0.9993172186392564,1.1969325737294761e-5,6.708120350063288e-4,0,0,10911819,0.7804185761598724,108.997812584016,0.14086741960679425,-1614.4526558782263,2.5177945037732106,-1340.0686737843791,17.995295222753157,-2740.6118715254925,4.295334187399123
