week,S_med,E_med,I_med,A_med,R_med,incid_med,pop_med,cases_med,S_mean,E_mean,I_mean,A_mean,R_mean,incid_mean,pop_mean,cases_mean,S_lo,E_lo,I_lo,A_lo,R_lo,incid_lo,pop_lo,cases_lo,S_hi,E_hi,I_hi,A_hi,R_hi,incid_hi,pop_hi,cases_hi,date
1,10891007,4950,6103,0,12957,19032,10914946,7055,10890888.88,5088.12,6087.96,0,12884.32,18929.28,10914949.28,7030.84,10888129.4,3804.4000000000005,5050.4,0,12123.8,17309.2,10914769.4,6336.6,10893535.2,6549.799999999999,7152.5999999999995,0,13841.599999999999,21038.6,10915100.8,7899.199999999999,2010-10-21
2,10874367,5957,7434,0,30565,18736,10918054,7095,10873080,6285.44,7483.32,0,31207,19773.28,10918055.76,7354.72,10861251.399999999,3907.6000000000004,4987.4,0,26594,13872.2,10917770.8,5399.2,10882542,10192.799999999997,10982.8,0,35786.399999999994,26663.799999999996,10918243.8,9664.4,2010-10-28
3,10851791,7734,8696,0,53269,23442,10921186,8963,10850373.88,7884.88,9193.28,0,53721.12,24325.52,10921173.16,8984.88,10827849,4751.6,5999.799999999999,0,41272.8,15635.2,10920963.600000001,5594.200000000001,10868228.600000001,12197.4,13331.999999999998,0,68268.2,35064.2,10921398.4,13357.599999999999,2010-11-04
4,10824129,8601,10601,0,80278,28123,10924252,10404,10820598.8,9763.72,11956.4,0,81960.8,31169.24,10924279.72,11634.36,10784524.600000001,5496.8,7351.4,0,60979.399999999994,19397.800000000003,10923978.4,7015.200000000001,10848680,15217.399999999998,18118,0,109277,46984,10924637.2,17382.199999999997,2010-11-11
5,10794669,10748,12549,0,111619,32314,10927370,11787,10785640.8,11397.52,13652.28,0,116694,36674.36,10927384.6,13476.48,10726400.399999999,6162.200000000001,8301,0,83720.4,22351.6,10927026.8,8139,10829361.2,19682.199999999997,22586.199999999997,0,161788.2,58793.19999999999,10927739,21845,2010-11-18
6,10757558,11065,13486,0,146563,38154,10930507,14611,10746334.72,12317.08,15564.96,0,156291.12,41850.36,10930507.88,15695.8,10646523.2,7299,9348.6,0,106625.6,24105.6,10930121.2,8792.400000000001,10806832.2,24725,29831.399999999994,0,228488.8,76935.59999999998,10930863.2,27998.799999999992,2010-11-25
7,10723099,11273,15316,0,185360,38317,10933601,15095,10702945.16,13629.92,16883.04,0,200183.44,45663.28,10933641.56,17133,10557667.399999999,7114.8,9037.4,0,133484.80000000002,24828.4,10933216.8,9649.2,10781618.2,27927.999999999993,33399.79999999999,0,315222.8,88948.99999999997,10934062.6,33945.599999999984,2010-12-02
8,10680673,13088,15444,0,225826,41990,10936738,15835,10656563.44,14213.44,18204.24,0,247777.72,49482.16,10936758.84,18294.92,10462539,6008,8617,0,164237.8,25793.4,10936270.2,9405.2,10750069.399999999,28316.199999999997,34632.39999999998,0,411505.3999999999,98807.19999999995,10937221.8,34475.19999999998,2010-12-09
9,10635006,13451,17602,0,270484,49426,10939842,17986,10604772.28,15698.96,20018.28,0,299385.64,54113.56,10939875.16,20111.56,10357696.2,8269.8,10166.800000000001,0,197624.4,26048.4,10939442.2,9866.6,10721437,32363.999999999978,38404.799999999974,0,511612.9999999999,105010.99999999993,10940315.6,39950.799999999974,2010-12-16
10,10587986,15751,20387,0,325940,53818,10942986,20270,10549532.8,16607.72,21679.48,0,355175.92,58276.76,10942995.92,21625.8,10248872.2,8795.4,11229.2,0,229829,31283.800000000003,10942530.600000001,11182.2,10689764.6,30690.19999999999,42266.999999999985,0,621421.5999999999,115097.39999999997,10943433.2,42126.999999999985,2010-12-23
11,10539904,15879,21601,0,369514,58213,10946134,23036,10492195.04,17117,22551.72,0,414267.4,60935.76,10946131.16,22897.96,10126099.6,8178,11008.400000000001,0,265643.8,32076.6,10945628,12555.2,10656333,36428.2,48019.8,0,735485.3999999999,121918.4,10946647.399999999,44795.6,2010-12-30
12,10473666,16510,20599,0,433343,56831,10949242,21468,10432559.68,18514,23106.36,0,475079.6,62491.92,10949259.64,23561.72,9990465.6,9527.6,12485.4,0,305268.6,32981.6,10948679.2,11950,10619720.8,42623.399999999994,50898.999999999985,0,865541.1999999997,134640.19999999995,10949826.8,52484.39999999998,2011-01-06
13,10419734,18774,23274,0,492403,60306,10952360,22184,10367600.24,19655.04,24986.4,0,540135.84,68213.12,10952377.52,25625.28,9841173.6,10386.6,12864.4,0,340981,34810,10951799.2,12664.8,10586282.600000001,39815.999999999985,55573.399999999994,0,1016078.9999999998,157567.59999999998,10952981.6,58238,2011-01-13
14,10326648,20650,25451,0,565527,69095,10955513,25837,10297468.52,21575,26848.2,0,609620.12,72788.24,10955511.84,26791.28,9682171.8,9725.400000000001,13362,0,377411.4,36976.4,10955024.2,13529.4,10555190.6,44786.6,58061.59999999999,0,1169811.3999999997,159051.2,10956138.2,58142.2,2011-01-20
15,10263158,19444,27297,0,658294,75376,10958598,29346,10223395,22314.76,28329.16,0,684628.36,78114,10958667.28,29282.64,9523546.6,11078.6,14605.4,0,414170.8,39028.600000000006,10958138,13878.8,10514944,44453.39999999998,57378.59999999999,0,1329178.4,159780.8,10959224.8,60132.19999999999,2011-01-27
16,10207178,22288,29362,0,714970,79221,10961759,28046,10144757.88,23679.8,30246.96,0,763122.92,82228.76,10961807.56,30587.36,9361439.2,10645.6,14344.8,0,462177.6,39033.6,10961275.2,14555.8,10466842.399999999,46559.399999999965,61529.399999999965,0,1493172.5999999999,164510.59999999992,10962364.6,59457.79999999996,2011-02-03
17,10140830,24019,30139,0,773910,82229,10964890,30876,10067299.04,22868.76,30112.56,0,844658.76,83418.24,10964939.12,31535.84,9242976.6,10984,14105.2,0,510133,37930.6,10964413.8,14025.2,10427518.2,39555.59999999998,55307.79999999996,0,1646222.7999999998,156427.1999999999,10965521.6,61455.39999999995,2011-02-10
18,10049345,23580,28536,0,853566,84396,10968061,28958,9991223,23503.2,29174.88,0,924160.12,80782.4,10968061.2,29650.56,9148990.2,11673,15420.8,0,554714.2,40695.8,10967488.2,15179,10376913,36644.6,49087.599999999984,0,1757272.5999999999,136817.59999999992,10968712.6,49129.99999999997,2011-02-17
