model,parid,rho_epi,tau_epi,beta1_joint,beta2_joint,beta3_joint,beta4_joint,beta5_joint,beta6_joint,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq_epi,kappa,S_0,E_0,I_0,A_0,R_0,pop_0,rho_end,tau_end,sig_sq_end,epi_loglik,epi_loglik.se,end_loglik,end_loglik.se,full_loglik,full_loglik.se
if,393,0.37403642025688855,653.116471574537,4.20498055740967,2.570790448957632,3.130560464514248,3.110001365183954,3.490193479012417,2.145892922910039,0.9992805556001318,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.08375285957807481,0,0.9991435354816186,8.514968366447556e-4,4.967681736589701e-6,0,0,10911819,0.5144318182052868,185.35058051428666,0.1438572130338978,-1632.344211376788,4.003786970255249,-1604.550288014939,38.06597118941352,-2763.564451896816,0.8663588202673468
