model,parid,rho_epi,tau_epi,beta1_joint,beta2_joint,beta3_joint,beta4_joint,beta5_joint,beta6_joint,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq_epi,kappa,S_0,E_0,I_0,A_0,R_0,pop_0,rho_end,tau_end,sig_sq_end,epi_loglik,epi_loglik.se,end_loglik,end_loglik.se,full_loglik,full_loglik.se
if,433,0.08845613655351695,628.4509076174642,12.466667402369419,4.247127700238276,10.900107129986809,10.395575552097181,8.276511421962237,7.274085902239532,0.98431525409990694,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.16697756720187742,0,0.9978132462923311,2.8725710099292284e-5,0.002158027997569655,0,0,10911819,0.025751427827269562,86.31283599979045,0.235613072630332,-3377.614287304821,45.15460962375277,-2705.6914862017047,35.041436500761385,-4293.201986435939,40.19319810628003
