model,parid,rho_epi,tau_epi,beta1_joint,beta2_joint,beta3_joint,beta4_joint,beta5_joint,beta6_joint,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq_epi,kappa,S_0,E_0,I_0,A_0,R_0,pop_0,rho_end,tau_end,sig_sq_end,epi_loglik,epi_loglik.se,end_loglik,end_loglik.se,full_loglik,full_loglik.se
if,283,0.07685573084623724,2735.0128332836334,12.805670755747915,1.4404838727410827,12.848475435086318,2.5029312756703943,13.820943177184498,2.944132562519668,0.9813722477297008,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.1428384315847677,0,0.9970955376333287,0.002903126314281892,1.3360523893462262e-6,0,0,10911819,0.025536974865946502,194.40335194646673,0.21624119123891916,-3740.6939550743473,626.9918052700258,-2857.4590700429326,427.9185957592342,-5479.399352174387,7.805935260473194
