week,S_med,E_med,I_med,A_med,R_med,incid_med,pop_med,cases_med,S_mean,E_mean,I_mean,A_mean,R_mean,incid_mean,pop_mean,cases_mean,S_lo,E_lo,I_lo,A_lo,R_lo,incid_lo,pop_lo,cases_lo,S_hi,E_hi,I_hi,A_hi,R_hi,incid_hi,pop_hi,cases_hi,date
1,10826133,23625,24057,0,41015,64902,10914940,7482,10825924.16,23682.88,24201.88,0,41137.16,65009.08,10914946.08,7439.48,10813195.2,17334.2,18211,0,37026.6,55474.2,10914800.2,6312.8,10841336.4,30879.799999999996,30442,0,46011.2,76198.2,10915093,9000.4,2010-10-21
2,10685988,45316,48541,0,138199,120815,10918051,13622,10690730.88,44769.4,47991.12,0,134558.92,117404.8,10918050.32,13758.8,10637363.8,26257.4,32167.199999999997,0,104571.79999999999,80769.8,10917860.2,9486.800000000001,10755136,68797.2,64713.2,0,159654.19999999998,149533.2,10918285.6,17589.4,2010-10-28
3,10443758,69973,81852,0,311747,214618,10921136,24639,10451258.48,76313.56,87059.08,0,306532.44,211564.08,10921163.56,24992.88,10315857.4,48626,56912.8,0,215536.40000000002,136295,10920911.2,16144.8,10596132.2,110344.19999999998,120207.4,0,386114.39999999997,290435.8,10921470.8,34838.6,2010-11-04
4,10069530,122346,141767,0,602796,342952,10924278,37988,10072518.4,121833.8,136543.32,0,593412.68,337440.6,10924308.2,39042.56,9796858,63457,89645.2,0,410623.4,228312.59999999998,10924018.6,26144,10344528.2,179861.19999999995,197843.99999999997,0,766321.8,470788.6,10924670,55829.59999999999,2010-11-11
5,9541023,173339,194828,0,1030918,514160,10927441,60013,9504534,176623.52,199510.44,0,1046785.64,518324.32,10927453.6,60197.52,9075110,108936.20000000001,122591.2,0,730234.4,307205.2,10927098.399999999,35021.600000000006,9969647.4,256357.79999999993,282020.19999999995,0,1375309.4,701561.3999999999,10927769.6,83654.4,2010-11-18
6,8835663,215334,256324,0,1651851,673764,10930534,78933,8788944.48,212504.92,260473.88,0,1668647.32,686133.04,10930570.6,80247.96,8145576.8,114530.6,141875.2,0,1116559,401993.80000000005,10930198.6,45786,9543559.4,297971,379503.79999999993,0,2159090.4,974615.2,10930955.6,116049,2010-11-25
7,7943940,214533,277762,0,2360771,759077,10933676,89247,7986991.04,233233.2,289294.2,0,2424199.56,789452.68,10933718,92994.24,7016885.4,149412.4,166639.2,0,1567523.2,481588.80000000005,10933354.6,56028.8,8998394,346838.79999999993,417161.3999999999,0,3184364,1136044.9999999998,10934102.2,137278.39999999997,2010-12-02
8,7218318,194171,273152,0,3247095,793580,10936821,88653,7239367.2,201544.12,276775.56,0,3219170.88,789529.76,10936857.76,91622.32,5995826.800000001,140762.6,203569.2,0,2140888.4000000004,569754.4,10936464.8,65905.8,8428810.4,328820.19999999995,440085.99999999994,0,4307106.199999999,1200094.1999999997,10937316.2,141346.79999999996,2010-12-09
9,6557935,160877,219807,0,3898727,633721,10939963,71725,6644240.44,158356.8,225111.44,0,3912279.56,650425.32,10939988.24,75316.24,5422623.2,96596,141675,0,2705829.2,412653,10939599.399999999,49888.399999999994,7864094,224774.2,318492.19999999995,0,5157662.799999999,935729.3999999999,10940463.8,111451.4,2010-12-16
10,6064906,116486,159069,0,4562284,477450,10943073,54648,6176943.08,124153,177718.96,0,4464286.28,515236.84,10943101.32,59000.84,5129473.2,66093.8,104798.20000000001,0,3283128,320896.2,10942675.8,37154,7253200.799999999,194919.59999999998,273926.39999999997,0,5619516.199999999,791100.3999999999,10943573.4,88153.2,2010-12-23
