model,parid,rho_epi,tau_epi,beta1_joint,beta2_joint,beta3_joint,beta4_joint,beta5_joint,beta6_joint,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq_epi,kappa,S_0,E_0,I_0,A_0,R_0,pop_0,rho_end,tau_end,sig_sq_end,epi_loglik,epi_loglik.se,end_loglik,end_loglik.se,full_loglik,full_loglik.se
if,117,0.08063012909499821,1185.7801029727593,12.292866041071182,6.692535071195714,11.438842167493195,5.665781791350482,12.803891368934067,3.937706105535118,0.9539022743174109,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.13563414816311464,0,0.9962355544338568,8.388047872481055e-7,0.0037636067613560846,0,0,10911819,0.02446689326482928,87.6905305757311,0.21939751391817644,-1937.4229700850271,12.151417824212345,-1685.1397542524937,1.7579518658492579,-3174.169025327029,13.754443243286731
