model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,460,0.9853255927118687,0.12742104604662094,16.63543384604578,189359.3491090062,2.64779523829865,5.013502429666571,123.62031414752934,25088.326327824783,NA,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.20129959670546943,0.9999989783851542,2.990972483255826e-7,7.225175974322559e-7,0,0,10911819,-2868.954280932088,9.695319830868241,1536.4591143662115,1688.794710650994
