model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,94,0.9578954776453132,197.7716047103049,4.738251613256042,1.6694352989068342,3.6781659815025876,1.721125815487849,4.451604340482489,1.2621533442237427,0.9997445142966989,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.08283926620420912,0.9994639071140384,4.497155392348572e-6,5.315957305692807e-4,0,0,10911819,-1613.700061982501,1.0288767755954331,2346.1117123083295,2366.6955991300724
