model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,421,0.9959636662159548,0.11873397236986648,10858.407658104243,0.07705555020981646,14.959174903467455,9486.070153141656,1.7023668983501292,0.5696456454001576,NA,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.09083887633919012,0.5925966388197413,0.40739893424536067,4.42693489794182e-6,0,0,10911819,-3090.165819506952,0.8231561474539014,1934.1922711455356,2011.0267140033384
