model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,448,0.9934057159329163,0.1448873746067494,9.352884492096946,0.19989459408355575,272620.9885327154,4.75377868020582,16.517035150497225,2147.5956182578548,NA,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.368583811810521,0.9999986114052274,1.1050492766224865e-6,2.8354549598859236e-7,0,0,10911819,-3036.35235463052,16.00271843419491,1456.6796861505059,1572.8734116473963
