week,S_med,E_med,I_med,A_med,R_med,incid_med,pop_med,cases_med,S_mean,E_mean,I_mean,A_mean,R_mean,incid_mean,pop_mean,cases_mean,S_lo,E_lo,I_lo,A_lo,R_lo,incid_lo,pop_lo,cases_lo,S_hi,E_hi,I_hi,A_hi,R_hi,incid_hi,pop_hi,cases_hi,date
1,10893523,3577,4609,0,13181,10416,10914953,8070,10893111.52,3780.56,4594.68,0,13456.68,10656.24,10914943.44,8470.08,10888115.8,2568.2000000000003,3506.2,0,11747.2,7886.8,10914797.399999999,5983,10896653.2,5301.4,5918.5999999999995,0,15668.4,14237.8,10915076.8,11007.4,2010-10-21
2,10883074,4106,5070,0,26118,13780,10918035,11237,10881652,4288.08,5276.48,0,26854.8,14128.24,10918071.36,11249.52,10870917.6,2622.6,3721.8,0,22125.2,10602.2,10917913,8275.6,10888380,7017.2,7442,0,32601.6,18605.2,10918245.2,15135.599999999999,2010-10-28
3,10870373,4116,5524,0,41001,15162,10921191,11807,10869910.6,4203.04,5416.36,0,41671.68,15045.28,10921201.68,12168.56,10855233,2821.4,3668.8,0,33249,10102.6,10920918,8465.2,10881612.600000001,5890.999999999999,7498,0,53914.8,20992.6,10921444,17335.4,2010-11-04
4,10858225,4445,5467,0,56171,15128,10924286,11810,10857496.04,4423.48,5685.84,0,56716.2,15438.68,10924321.56,12370.2,10837401.8,3057,3941.2000000000003,0,43444,10697.4,10924097.2,8508,10872918,6448.999999999998,8352,0,73505.8,22580.6,10924606.2,18844.399999999998,2010-11-11
5,10846886,4306,5603,0,71860,15177,10927457,12111,10845394.92,4198.28,5651.56,0,72203.56,15616.16,10927448.32,12281.88,10819693.6,2440.6000000000004,3846.6000000000004,0,55364.4,11001,10927171,8120.6,10864406,6091.399999999998,7876.999999999998,0,94485.59999999999,22385.799999999996,10927850.399999999,17474.999999999993,2010-11-18
6,10835256,3867,5737,0,86744,16352,10930566,12392,10833904.28,3904.28,5439.4,0,87332.16,15114.16,10930580.12,11953.96,10800000,2101.8,2897.4,0,66059.6,8474.6,10930207.2,6855.8,10858990,6681.599999999997,8808.199999999993,0,115361.19999999998,22622.199999999983,10931025.399999999,17820.79999999999,2010-11-25
7,10823554,3917,5101,0,98972,14558,10933689,11740,10823035.44,3971.28,5124.12,0,101576.28,14163.6,10933707.12,11407.16,10780606.2,2090.8,2820.2,0,74128.20000000001,7453.200000000001,10933220.4,5971.8,10854225.6,6688.5999999999985,8812.799999999996,0,138186.19999999995,23256.399999999987,10934158.2,19068.999999999985,2010-12-02
8,10812731,3907,4876,0,114721,13907,10936807,11457,10812961.44,3769.68,4916.68,0,115188.08,13675.52,10936835.88,10921.04,10762650.8,1840.2,2519.2,0,81642.8,7317.8,10936361.4,5917,10850386.8,5811.199999999998,7796.599999999997,0,160300.99999999994,21664.19999999999,10937270.399999999,17097.6,2010-12-09
9,10800867,3656,4767,0,129730,13349,10939918,10866,10803466.36,3582,4747.96,0,128158.08,13105.04,10939954.4,10323.04,10746872,1504.8,2158.4,0,88149.2,6215.4000000000005,10939531.6,4971.4,10848160.600000001,5372.799999999999,7376.999999999998,0,180514.39999999994,20231.8,10940375.8,16720.4,2010-12-16
10,10794995,3505,4451,0,141345,12645,10943031,9864,10794295.44,3608.36,4532.6,0,140644.44,12605.84,10943080.84,10008.68,10731331.399999999,1621,2173,0,93842.4,5920.6,10942668.2,4213,10845427,6020.199999999999,7236.5999999999985,0,199676.19999999995,19526.799999999996,10943529.2,15759.999999999996,2010-12-23
