model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,458,0.9790904321625509,0.16129685715107397,0.8471224721597882,0.33959199445954746,7855.984255208611,4.957016615394644,16.154199182389537,6138.22998736701,NA,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.24397973273586726,0.9999986301222386,5.235317510863476e-7,8.463460102827076e-7,0,0,10911819,-2850.9432900653946,9.564478592498004,1223.4918408348396,1859.9924982860616
