week,S_med,E_med,I_med,A_med,R_med,incid_med,pop_med,cases_med,S_mean,E_mean,I_mean,A_mean,R_mean,incid_mean,pop_mean,cases_mean,S_lo,E_lo,I_lo,A_lo,R_lo,incid_lo,pop_lo,cases_lo,S_hi,E_hi,I_hi,A_hi,R_hi,incid_hi,pop_hi,cases_hi,date
1,10809543,21134,26498,0,56715,55084,10914951,8570,10807091.32,22402.96,26349.52,0,59097.32,57595.08,10914941.12,8800.76,10778431.8,14299,19345.6,0,50103.2,42610,10914742.4,6324.4,10830351.600000001,30590.399999999994,36425.6,0,72056.4,80633.59999999999,10915087.8,12479.399999999998,2010-10-21
2,10708268,34811,37589,0,140170,93789,10918057,14736,10698218.88,34453,39598.48,0,145784.52,100169.24,10918054.88,15426.52,10598187.2,20731.2,24450.2,0,108128.59999999999,64025.2,10917825.2,9700.4,10759731.6,54412.79999999999,63717.2,0,201700.2,160727.2,10918264.8,25382.399999999994,2010-10-28
3,10559997,42805,54552,0,266395,138431,10921213,21033,10548840.24,46081.8,54977.96,0,271278.36,141378.4,10921178.36,21765.6,10359604,22877.4,28195,0,193563.8,76733.8,10920972.600000001,12184.400000000001,10671134.4,79750.39999999997,87897.79999999996,0,401249.6,220078.3999999999,10921372.6,34615.19999999999,2010-11-04
4,10377444,56418,67271,0,431697,173563,10924279,26783,10357290.76,56986.16,69431.72,0,440603,184646.04,10924311.64,27497.6,10062244.6,30717.600000000002,34583.8,0,284235.6,93090.2,10924074,13319.4,10573404,81677.59999999999,115525.19999999995,0,679926.5999999997,307986.39999999985,10924590.2,46281.799999999974,2010-11-11
5,10164831,58428,78558,0,629898,203120,10927429,30589,10138983.44,61944.6,82691.84,0,643825.36,217823.6,10927445.24,33581.64,9770302.8,38867.8,49069.8,0,401239.6,126873.4,10927123,18524.6,10427970.6,91440.4,128351.4,0,962781.9999999997,318461.6,10927749,51201.799999999996,2010-11-18
6,9954960,66177,86020,0,835544,237407,10930553,35619,9889842.84,71694.12,92688.28,0,876362.08,244418.68,10930587.32,37255.36,9370950,38945.2,48024,0,553934.6,130695.40000000001,10930284.6,20317.6,10272684,115799.4,166151,0,1291326.9999999995,428294.3999999999,10930970.8,64486.2,2010-11-25
7,9682276,66918,86539,0,1052519,240088,10933679,36675,9634936.04,71980.12,94501.96,0,1132292.84,260260.04,10933710.96,39737.88,8993062.4,40375,55547.2,0,723373.2,151834.80000000002,10933346.8,24464.6,10089733.4,148180.8,161201.8,0,1691122.5999999996,445978.19999999995,10934181.600000001,67193,2010-12-02
8,9408017,66458,88168,0,1358256,243264,10936758,37902,9394954.36,65978.16,90151.72,0,1385762.52,252288.6,10936846.76,39158.2,8667408.399999999,41462.6,57605.40000000001,0,908472.3999999999,155300.8,10936473.6,23337.6,9903832.2,101499.59999999995,140949,0,2057910.7999999998,429517.80000000005,10937273.2,66781.4,2010-12-09
9,9186979,55910,79638,0,1612599,226043,10940007,34040,9178347.64,59061.16,81600.08,0,1620971.16,230444.24,10939980.04,34931.36,8413080,37905.4,58950.4,0,1104401.4,164040,10939593.6,23284.8,9709584,89297.4,111723.79999999999,0,2364172.4,327426.79999999993,10940425,50458.79999999999,2010-12-16
10,8990344,52387,69704,0,1815810,192228,10943155,31333,8986038.68,52306.76,73340.68,0,1831437.36,206572.24,10943123.48,31717.44,8183480.6,35002.2,52071.2,0,1306923.2,149353.4,10942728,22101.4,9516333.2,73277.39999999997,101718.79999999999,0,2614470.1999999997,299599.6,10943585.2,48268.399999999994,2010-12-23
11,8829405,44158,60187,0,2004451,176634,10946271,27161,8825637.72,43456.08,61269.56,0,2015892.2,177246.68,10946255.56,27275.24,8029272,30582,39165.8,0,1471806.7999999998,116579.79999999999,10945864.399999999,17868.6,9387432.6,63294.399999999994,83894.19999999998,0,2820153.5999999996,236173.39999999997,10946757.8,36740.99999999999,2010-12-30
12,8694858,36314,49741,0,2160188,143683,10949313,22064,8694983.96,36453.52,51160.72,0,2166773.44,146076.6,10949371.64,22240.64,7930605.8,22536.6,34592.4,0,1604268.2000000002,98555,10948995.2,15502.8,9259273.8,47758.6,67317,0,2948814.3999999994,195212.19999999998,10949883.399999999,30016.6,2011-01-06
13,8581274,32047,44280,0,2291775,131560,10952443,19658,8588003.92,30702.48,42852.84,0,2290957.72,121506.2,10952516.96,18638.6,7838376.6,17444.600000000002,25419.2,0,1731108.5999999999,73432,10952134.6,10361.2,9139285.4,47620.999999999985,59555.39999999999,0,3050133.1999999997,164556.39999999997,10953015.8,26450,2011-01-13
14,8487810,26506,38533,0,2401665,105264,10955614,16475,8497463.88,26379.12,37140.84,0,2394669.16,103959.6,10955653,16024.36,7767611,14100.6,20905.4,0,1832922.6,60701.8,10955326.600000001,9399,9079835,46196.79999999998,58773.399999999994,0,3138125.3999999994,152881,10956145,22347.199999999997,2011-01-20
15,8417296,18320,28887,0,2492342,87343,10958716,12649,8425017.96,21357.36,30021.88,0,2482378.36,86775.4,10958775.56,13165.36,7723898.600000001,11086,16755.6,0,1891889,47636.8,10958409.4,7249,9030889.4,38270.8,51166.19999999998,0,3201807.8,148193.59999999992,10959255.2,22909.799999999992,2011-01-27
16,8363846,17685,25923,0,2567546,71848,10961859,11056,8364719.72,18948.72,25449.96,0,2552801.28,72232.16,10961919.68,11138.68,7704488,7520.200000000001,12193.8,0,1945186.6,36749.4,10961506.2,5566.8,8980631.799999999,34321.599999999984,46245.2,0,3238002.8,124494.39999999997,10962551.2,18993.999999999993,2011-02-03
17,8325922,13854,20811,0,2606571,60931,10964952,8709,8317835.52,15540.08,20904.48,0,2610749.92,59956.92,10965030,9031.48,7693955.4,5174.4,8258.599999999999,0,1991972,24573.6,10964582.399999999,3751.8,8942203.6,28094.4,37933.2,0,3257648.3999999994,107995,10965655.6,15874,2011-02-10
18,8286709,11816,17612,0,2649280,50933,10968065,7868,8277777.24,13352.08,18155.12,0,2658877.52,52037.52,10968161.96,7983,7691867.4,3379.6,4852.4,0,2031922.4000000001,15292.8,10967587,2328.6,8909856,26863.19999999999,36925.6,0,3268014.5999999996,103211.79999999999,10968828,15918.199999999999,2011-02-17
19,8251185,12311,16333,0,2690259,45811,10971185,6862,8243919.04,11975.8,15898.76,0,2699483.08,45167.84,10971276.68,6964.32,7692334.199999999,2785.8,4045.2000000000003,0,2066670,11683.8,10970753.8,1852,8881488.6,24069.199999999983,31198.79999999999,0,3272005.3999999994,90794.19999999998,10971925.2,14303.8,2011-02-24
