model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,185,0.7137907134782702,243.82976733957196,5.56967078553373,1.8290214312001352,4.379099227158625,1.773499461610206,5.159449754119739,1.34452091060482,0.9796162399842583,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.0883494665994154,0.9994439816468922,8.669278945816063e-7,5.551514252132391e-4,0,0,10911819,-1611.7198886018323,2.3681610891085296,2248.4800509766924,2254.124439002893
