model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,20,0.7583439998524834,236.16484685738453,6.779696151033681,0.6862666478625911,5.241968849904429,1.0598837588565713,6.003200710795807,0.11921921075993547,0.9807613723712946,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.0889927375561461,0.9995132942812559,7.346879037875975e-7,4.859710308403007e-4,0,0,10911819,-1625.6707957789147,2.1716279941050503,2206.192514691262,2217.796731777946
