model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max
if,343,0.7598617531361115,188.01406804866534,5.174128815323888,1.9959576990170713,3.8251082351860686,2.082211422312254,4.860020489604783,1.2761197037797734,0.9860803887661633,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.08813512178669906,0.9995390851552756,4.60470010287617e-4,4.448344369280212e-7,0,0,10911819,-1611.5294060794106,0.6216461293880609,2435.1301889765746,2443.382775494781
