week,S_med,E_med,I_med,A_med,R_med,incid_med,pop_med,cases_med,S_mean,E_mean,I_mean,A_mean,R_mean,incid_mean,pop_mean,cases_mean,S_lo,E_lo,I_lo,A_lo,R_lo,incid_lo,pop_lo,cases_lo,S_hi,E_hi,I_hi,A_hi,R_hi,incid_hi,pop_hi,cases_hi,date
1,10904453,2135,2602,0,5736,8326,10914927,8051,10904488.12,2114.04,2648.28,0,5694.32,8327.16,10914944.76,8039.8,10902562.4,1448.4,2042.2,0,5137,7160.4,10914824.600000001,6679.4,10906227,2722.7999999999993,3405.5999999999995,0,6243.4,9632.199999999999,10915133.6,9626.4,2010-10-21
2,10899477,2303,2874,0,13123,7901,10918062,7708,10899482.8,2300.88,3011.72,0,13259.96,7950.88,10918055.36,7575.08,10896010.8,1762.8000000000002,2489.6,0,11108.8,6339.4,10917900.2,5723.4,10902002.399999999,3015.1999999999994,4071.1999999999994,0,15786.8,10487.399999999998,10918261.8,9965.399999999998,2010-10-28
3,10893235,2755,3313,0,21916,8984,10921161,8588,10893023.04,2758.52,3402.08,0,21992.12,9163.4,10921175.76,8801.92,10886191.2,1790.4,2584.2,0,19034.4,7128.4,10920948.8,6737.8,10897429,3586.7999999999993,4814,0,26771.199999999997,12453.599999999999,10921425.8,12329.399999999998,2010-11-04
4,10887395,2585,3476,0,30913,9779,10924286,9270,10886460.64,2730.68,3583.8,0,31524.64,9782.72,10924299.76,9328.6,10875746.4,1778.4,2337.8,0,26221.199999999997,6485.2,10923989,6710.4,10893641.2,3706.5999999999995,5136.999999999999,0,40112.4,13574.399999999998,10924615,12588.999999999996,2010-11-11
5,10880805,2525,3579,0,40209,9914,10927443,9311,10879618.4,2698.56,3665.32,0,41450.52,10098.72,10927432.8,9824.44,10863428.2,2066.6,2637.3999999999996,0,33343,7063,10927096.8,6710.8,10889389.2,4141.399999999999,5608.199999999999,0,54816.59999999999,16159.399999999994,10927792.8,15764.199999999997,2010-11-18
6,10874041,2583,3717,0,50038,10232,10930529,10048,10872570.12,2814.32,3701.76,0,51441.76,10144.72,10930527.96,9879.8,10852326.600000001,1795.6,2585.4,0,41291,7386.6,10930174.6,7004.4,10884463,4383.799999999998,5422.399999999997,0,69043.59999999998,14562.199999999993,10930968.2,14304.999999999996,2010-11-25
7,10866751,2857,3768,0,60137,9940,10933608,9630,10865624.52,2818.36,3684.24,0,61504.4,10181.52,10933631.52,9992.8,10843601,1641.4,2556.6000000000004,0,48749.600000000006,6976.6,10933131.8,6613.200000000001,10880682,4061.399999999999,5181.799999999999,0,82803.59999999998,14236.599999999995,10934097.8,14239.799999999996,2010-12-02
8,10861290,2459,3287,0,69724,9386,10936793,9358,10859368.28,2580.4,3498.84,0,71313.96,9785.2,10936761.48,9589.24,10834894.6,1797.6,2455.8,0,55062,6405.6,10936185.4,6314,10877163.4,3417.5999999999995,5020.8,0,94560.79999999999,13165.599999999999,10937180.2,12928.8,2010-12-09
9,10854179,2306,3019,0,79348,8666,10939868,8833,10854309.24,2303.76,3030.16,0,80240.6,8650.96,10939883.76,8556.8,10829648.2,1450.2,2194.6000000000004,0,62033.4,6245.4,10939284.2,5885.4,10873817.399999999,3021.3999999999996,3798.6,0,104954.79999999999,10698.4,10940323.8,10721.8,2010-12-16
10,10851135,1995,2784,0,88358,8261,10943032,7951,10850018.2,2029.6,2782.36,0,88183.88,7907.52,10943014.04,7811.28,10826362.6,1360.8,1920.4,0,68257.4,5180.6,10942429.399999999,4773.4,10871490.399999999,2796.3999999999996,3831.7999999999993,0,112536.59999999998,10425.799999999997,10943419.4,10857.6,2010-12-23
