week,S_med,E_med,I_med,A_med,R_med,incid_med,pop_med,cases_med,S_mean,E_mean,I_mean,A_mean,R_mean,incid_mean,pop_mean,cases_mean,S_lo,E_lo,I_lo,A_lo,R_lo,incid_lo,pop_lo,cases_lo,S_hi,E_hi,I_hi,A_hi,R_hi,incid_hi,pop_hi,cases_hi,date
1,10873029,9557,10987,0,22105,32894,10914964,7384,10872022.24,9697.92,11211.04,0,22040.6,33181.52,10914971.8,7342.8,10862979.600000001,6663.6,8599.4,0,19657.4,28512.6,10914861,5979.4,10879810.2,13391.4,14302.8,0,24590.800000000003,38837.799999999996,10915083.2,8630.4,2010-10-21
2,10838387,12729,14552,0,56095,35826,10918119,8354,10832649.32,12755.36,15380.64,0,57325.76,39549.08,10918111.08,8705.72,10804999.6,8600.8,10890,0,45629,28542.4,10917926.4,5980.200000000001,10851922.4,18998.999999999993,23134,0,72445.59999999999,57243,10918218.8,13039.2,2010-10-28
3,10790991,16092,19416,0,97883,49587,10921241,11027,10780388.16,16310,20103.24,0,104420.16,52014.84,10921221.56,11409.88,10724141,10884.2,13716.2,0,79785.2,35432.6,10920975.2,8119.799999999999,10813751,24392.799999999996,30887.6,0,142440.59999999998,78868.19999999998,10921381.6,17722.399999999994,2010-11-04
4,10736769,17693,22104,0,149600,59082,10924367,12748,10718201.6,18996.08,23652.32,0,163501.08,62959.44,10924351.08,13618.56,10642317.2,13008.2,16333,0,127653.79999999999,44137.2,10924000,8565.4,10762554.399999999,26841.800000000003,32431,0,224643.2,84375.4,10924617,18755,2010-11-11
5,10674860,19947,25540,0,211082,68504,10927477,14923,10646225.04,21217.6,27258.88,0,232758.88,73357.32,10927460.4,16019,10539226,12587.599999999999,18158,0,179285.2,50996.2,10927152.2,10984.4,10715677.4,35713.4,40206.2,0,317897.19999999995,106289.2,10927728.2,24742,2010-11-18
6,10592704,24598,30753,0,284380,78689,10930574,17016,10563720.4,25165.4,31054.44,0,310657.44,82369.8,10930597.68,17716.76,10428258.2,15594.2,19475.2,0,232448.59999999998,51649.8,10930271.8,10922.800000000001,10659004,37591.79999999999,48105.399999999994,0,425292.39999999997,131481.59999999998,10930964.8,27536.999999999996,2010-11-25
7,10467895,26110,35294,0,376569,97852,10933716,20723,10470609.32,28015,35203.84,0,399892.84,94264.76,10933721,20645.2,10310046,15803.800000000001,21781.4,0,298532.60000000003,60984.8,10933305,13134.2,10592472.600000001,45303.59999999999,48920.6,0,543158.7999999999,130042,10934071.2,29780.399999999994,2010-12-02
8,10360834,30849,40323,0,513257,104195,10936802,23365,10365256.68,32281.4,38948.6,0,500321.68,105314.36,10936808.36,23438.44,10167462.6,18806.800000000003,20834.4,0,369394.80000000005,56762.399999999994,10936305.6,10912.8,10512216.4,52211.2,59370.2,0,669615.3999999999,161489.8,10937237.6,36778.799999999996,2010-12-09
9,10271579,30882,38181,0,609823,104636,10939955,22961,10254572.96,33615,41458.24,0,610292.08,113861.84,10939938.28,24365.72,9996700.8,16664.4,22546,0,441102.6,63095.2,10939387.399999999,14110.2,10461879.399999999,59974.39999999999,69236.99999999999,0,823790,181973.8,10940375.4,37703.399999999994,2010-12-16
10,10159689,29849,38830,0,699560,103580,10943077,22837,10144396.8,32613.04,41590.68,0,724464.2,115985,10943064.72,25493.96,9834218.8,18774.600000000002,20846.6,0,500250.19999999995,58795,10942518,12729.599999999999,10394716.2,51542.59999999999,69080.79999999999,0,1000023.3999999999,198202.59999999995,10943491.2,45483.799999999996,2010-12-23
11,10040302,30765,35771,0,828139,98733,10946239,23289,10035824.16,30959.92,41778.4,0,837631.2,115321.52,10946193.68,24598.32,9659002.2,17151,21698.4,0,570674.4,58958.4,10945716.4,13634,10334379,50114.2,73757,0,1173279,205578.39999999997,10946720.600000001,40754.99999999999,2010-12-30
12,9953889,27264,34651,0,941603,101851,10949373,21876,9929036.8,30955.56,41240.56,0,948112.8,112182.12,10949345.72,24366.12,9487337.6,20049,26593.2,0,637439,70489.8,10948820.2,15875.8,10257338,49034.59999999999,68091,0,1345385,181933.4,10949802.600000001,37565.2,2011-01-06
13,9850906,27819,37928,0,1035881,101645,10952501,20858,9823434.04,31656.84,39994.92,0,1057398.6,110584.04,10952484.4,23592.24,9308418,18160.8,24915,0,722422.2,69228.8,10951890,14982.4,10173109.2,57476.599999999984,68793.79999999999,0,1523875.5999999999,188754.8,10952922,41791.59999999999,2011-01-13
14,9763642,29171,37676,0,1131505,101861,10955604,22357,9722668.48,29357.8,38957.04,0,1164642.96,109019.08,10955626.28,24095.76,9161948.4,16443.8,22210.4,0,808687.6,64116.6,10954995.8,14112.199999999999,10092574.8,45127.6,64216.19999999998,0,1696998,185182.4,10956128.2,41405.59999999999,2011-01-20
15,9674058,24639,35190,0,1223564,99629,10958787,21896,9632027.8,25447.52,35547.12,0,1265733.24,100756.68,10958755.68,21816.36,9060146.6,12294.8,19727.6,0,889810,56472.2,10958202.600000001,11590.400000000001,10019159.4,40605.2,53287.999999999985,0,1828712.8,155913.59999999995,10959233.2,32943.599999999984,2011-01-27
16,9569589,23461,33432,0,1323555,91170,10961871,19611,9549116.12,24319.84,32364.56,0,1356084.52,90488.12,10961885.04,19301.16,8988268,14736.599999999999,19125.6,0,966765.8,51425.2,10961406.2,10712,9944210,35848.799999999996,49778.19999999998,0,1922186.7999999998,138561.39999999997,10962326.4,28728.39999999999,2011-02-03
17,9489006,21329,30759,0,1421674,84273,10965040,18317,9475292.8,21800.04,29512.28,0,1438436.4,83016.92,10965041.52,17450.92,8925754.8,12831.6,17838,0,1044525.6,50304,10964590.4,11265.8,9879455.8,32338.799999999996,44909.99999999999,0,1997368.2,124283.79999999999,10965447.4,27482.799999999996,2011-02-10
18,9431408,20173,27268,0,1504006,75412,10968195,15542,9410504.24,19389.84,26171.56,0,1512118.44,74058.6,10968184.08,16137.68,8873200.399999999,10482.8,15650.6,0,1100999.4,45428.2,10967742.8,9441.6,9832766,28699.199999999997,40680.6,0,2054674.8,111722.4,10968638.8,22828.599999999995,2011-02-17
19,9354063,17383,24734,0,1566537,67511,10971294,14317,9350086.24,18353.16,24557.56,0,1578284.56,68475.88,10971281.52,14906.4,8829736.600000001,10850.400000000001,13875.8,0,1149436.7999999998,39953,10970808.6,8650.2,9789127.4,30780.59999999999,37811,0,2109175.8,103464.59999999999,10971815.8,22930,2011-02-24
