week,S_med,E_med,I_med,A_med,R_med,incid_med,pop_med,cases_med,S_mean,E_mean,I_mean,A_mean,R_mean,incid_mean,pop_mean,cases_mean,S_lo,E_lo,I_lo,A_lo,R_lo,incid_lo,pop_lo,cases_lo,S_hi,E_hi,I_hi,A_hi,R_hi,incid_hi,pop_hi,cases_hi,date
1,10865316,8962,10903,0,29650,24803,10914879,8675,10865377.64,8979.32,10882.12,0,29649,24821.8,10914888.08,9209.12,10864836,8787.4,10526.8,0,29415.6,24256.2,10914744.6,6286,10866138.600000001,9239.4,11147,0,29893.800000000003,25268,10915052,14793.799999999996,2010-10-21
2,10832636,10461,12881,0,61982,34390,10917991,11466,10832814.12,10435.96,12847.68,0,61914.16,34346.6,10918011.92,11525.08,10831140.2,10086.4,12253.599999999999,0,60725.2,33277.8,10917841.8,5159.8,10834832,10796,13350.6,0,62975.600000000006,35448.2,10918209.8,17001.8,2010-10-28
3,10795519,11666,14595,0,99265,39256,10921148,12349,10795831.16,11602.32,14510.52,0,99192.2,39141.88,10921136.2,13151.24,10792843.6,11052.6,13878.8,0,96626.4,37371,10920864.399999999,7470.8,10799258.2,12059.599999999999,14985.8,0,101662.4,40576,10921417,19197.8,2010-11-04
4,10754749,12432,15854,0,140786,43018,10924248,15890,10755643.52,12399.04,15781.28,0,140429.92,42803.92,10924253.76,15731.48,10751255.8,11774.4,15105.8,0,136114.6,40743.600000000006,10923993,8854.4,10761264.399999999,12919,16438,0,144227.4,44476.8,10924513,21915,2010-11-11
5,10711864,13024,16556,0,185490,45443,10927314,17765,10713518.8,12892.8,16529.76,0,184421.16,45149.52,10927362.52,17111.88,10707982.2,12268.4,15744.8,0,178009.2,42984.600000000006,10927102.6,8194,10721356.600000001,13374.8,17306.4,0,189280,46908,10927720.600000001,23895.199999999997,2010-11-18
6,10669296,12940,16811,0,231429,46304,10930424,15029,10670814.12,12960.64,16800.36,0,229880.52,46254.48,10930455.64,16238.8,10663079.4,12477.8,16098.6,0,221598,44129.2,10930072,10270.6,10680303,13624.8,17683.6,0,236530.4,48342.399999999994,10930874,26723,2010-11-25
7,10627036,12758,16608,0,277096,46134,10933499,15980,10628645.76,12791.2,16656.04,0,275483.72,46085.6,10933576.72,16305.24,10618528.8,12185.8,15897.599999999999,0,265522.6,44139.8,10933187.8,11892,10639474.8,13418.2,17501.6,0,284599,48515,10934094,23477.39999999999,2010-12-02
8,10586172,12311,16251,0,321896,44920,10936628,15514,10587682.8,12435.96,16293.8,0,320270.76,45182.36,10936683.32,15644.84,10575481.8,11911.400000000001,15566.2,0,308889,43195,10936298.600000001,9051.4,10599871.2,12990.2,17149.8,0,331574.80000000005,47315.600000000006,10937133.2,25930.199999999986,2010-12-09
9,10547356,12091,15854,0,365104,43747,10939785,15526,10548006.6,12111.28,15908.52,0,363789.4,43991.88,10939815.8,16409.88,10534228.2,11483.8,15236.6,0,351310.8,42132,10939384.8,9958,10561311.6,12584.599999999999,16587.6,0,376907.8,45741.8,10940322,25034.399999999998,2010-12-16
10,10509755,11645,15465,0,406396,42508,10942910,15341,10509786.96,11722.4,15447.76,0,405981.32,42704.52,10942938.44,15039,10494583.2,11218,14821.2,0,392357.19999999995,40973,10942518.4,8041.8,10524198.2,12152.8,16008,0,420780.19999999995,44318.8,10943414.8,21804.8,2010-12-23
11,10473604,11225,14852,0,446419,41244,10946062,14022,10473217.32,11258.44,14854.04,0,446736.6,41240.92,10946066.4,13757.04,10457035.399999999,10821.8,14224.2,0,432137.6,39848,10945637.8,9257.8,10488747.6,11710.4,15468.599999999999,0,462668.4,42656.6,10946587.4,20318.399999999994,2010-12-30
12,10438263,10762,14279,0,485590,39673,10949184,13008,10438454.16,10759.76,14263,0,485717.04,39563.36,10949193.96,13777.24,10421573.6,10333.8,13634.6,0,469790.4,38028.600000000006,10948775.8,9353,10455509.2,11251.4,14928.2,0,502534.39999999997,41106.399999999994,10949846.399999999,19456,2011-01-06
13,10405389,10180,13568,0,523256,37679,10952296,12040,10405640.24,10250.28,13558.08,0,522883.6,37735,10952332.2,12573.2,10388002.4,9931.6,13007.8,0,505395,36328.2,10951964.2,7717.200000000001,10423800.4,10685,14168.2,0,540649.6,39320.4,10953011,19178.399999999994,2011-01-13
14,10375320,9609,12757,0,558015,35617,10955351,12155,10375042.96,9606.96,12824.52,0,557989.12,35728.36,10955463.56,12813.8,10356990.8,9277.4,12330,0,539491,34637.2,10955073.8,8409.400000000001,10394164.8,10012.6,13519.8,0,576165.8,37361.6,10956178.4,18603.799999999996,2011-01-20
15,10347940,8885,11810,0,590046,33196,10958501,11852,10347076.8,8903.08,11859,0,590770.44,33275.72,10958609.32,12728.88,10328741,8487.4,11351.6,0,571300.6,32034.2,10958255.4,7993.200000000001,10366997.600000001,9363.4,12409.199999999999,0,609353.8,34818.8,10959313.6,21438.99999999999,2011-01-27
16,10323018,8122,10824,0,619483,30296,10961682,10300,10322112.72,8075.28,10847.08,0,620717.2,30471.68,10961752.28,10477.52,10303372.6,7744.6,10318.4,0,600431,29195.6,10961316,7122,10342966.2,8366.4,11231.4,0,639437,31855.8,10962436,13560.599999999999,2011-02-03
17,10300318,7295,9758,0,646685,27612,10964825,9125,10300100.24,7257.6,9784.4,0,647760.2,27590.84,10964902.44,9183.96,10280492.2,6888.4,9325.8,0,626540,26390.4,10964483.8,6368,10321981,7514,10157,0,667293.2,28554,10965503.4,12988.2,2011-02-10
18,10280479,6468,8759,0,671575,24747,10967922,7737,10281053.04,6438.48,8742.84,0,671788.68,24663.6,10968023.04,8290,10260883.8,5980.6,8287.8,0,649653.2,23539.4,10967619,4993.8,10303598.4,6728.200000000001,9101.2,0,692002.2,25553,10968553.399999999,12953.8,2011-02-17
19,10263537,5667,7751,0,693507,21764,10971133,7709,10264827.4,5677.72,7713.08,0,692936.24,21834.8,10971154.44,7753.96,10244637.8,5309,7316.200000000001,0,670036,20680.4,10970671.4,4455.4,10287952,5981.6,8036.6,0,713603.2,22750.8,10971795.399999999,10400,2011-02-24
20,10249516,5027,6795,0,712370,19218,10974249,7219,10251229.96,5011.84,6796.2,0,711263.88,19200.04,10974301.88,7360,10231174.2,4725.200000000001,6469.6,0,687943.6000000001,18189.8,10973770.2,4839.8,10274675.2,5257.6,7096.4,0,731845.6000000001,19895,10974981.4,10985.4,2011-03-03
21,10237479,4419,6089,0,728818,16998,10977421,5926,10239700.52,4463.28,6049.8,0,727232.96,17046.8,10977446.56,6175.12,10219976.6,4218.8,5703.799999999999,0,703755.6,16194.6,10976929.600000001,3819.6,10263251,4716,6380.8,0,747643,17815.6,10978196,9162.999999999998,2011-03-10
22,10227461,4051,5474,0,743370,15374,10980568,5305,10229859.08,4055.08,5431.36,0,741265.68,15274.92,10980611.2,5511.2,10210661.2,3803.2,5035.200000000001,0,717678.4,14375,10980108.8,3064.6,10253331.6,4321.2,5702.799999999999,0,761329,16120.400000000001,10981442.600000001,8694.199999999999,2011-03-17
23,10218381,3757,5018,0,756113,14059,10983698,5041,10221146.2,3768.72,5016,0,753792.36,14013.16,10983723.28,5196.52,10202488.4,3546.5999999999995,4758.2,0,730396.4,13209.6,10983205.4,3236.6,10244354,4027.7999999999997,5323.4,0,773204,14804.8,10984554.8,7479.999999999998,2011-03-24
24,10210478,3578,4757,0,767562,13144,10986780,4528,10213165.52,3590.56,4756.48,0,765324.48,13216.4,10986837.04,4633,10195141.8,3373,4438.2,0,741707.6,12367,10986280.8,2799.4,10236735.6,3797,5127.4,0,784162.2,14127.8,10987692.6,7098.199999999997,2011-03-31
25,10202910,3575,4691,0,778389,12825,10989955,5037,10205442.44,3587.4,4670.84,0,776305.76,12841.36,10990006.44,4740.96,10187801,3316.8,4269,0,752465.4,12026.8,10989468.6,2868.2,10229284.2,3841.8,4926.4,0,794527.8,13608.6,10990877.2,6695.5999999999995,2011-04-07
26,10195066,3701,4717,0,789197,12909,10993166,4309,10197542.48,3678.36,4747.24,0,787187.64,12951.76,10993155.72,4596.04,10179693,3268.6000000000004,4303.2,0,762985,11823.8,10992572.4,3076,10221941,3913.7999999999997,5210.8,0,805194.3999999999,13906.400000000001,10993945.8,7315.199999999998,2011-04-14
27,10187389,3916,4926,0,800227,13479,10996327,4777,10188993.56,3900.12,4943.84,0,798452.4,13478.16,10996289.92,5042.68,10170874.6,3496.8,4472,0,773518.6000000001,12277.2,10995678.2,2587.4,10214096.2,4216.5999999999995,5354.799999999999,0,816628.6,14612.2,10997030.600000001,8048.8,2011-04-21
28,10178269,4181,5238,0,811761,14336,10999501,4728,10179579.56,4167.08,5278.68,0,810412.6,14349.76,10999437.92,4806.24,10161196,3870.4,4806.2,0,784830.4,13030,10998740.6,2601,10205350,4566,5801.6,0,828931.8,15725,11000198.6,7454.5999999999995,2011-04-28
29,10167151,4551,5657,0,824658,15373,11002676,5045,10169021.92,4524.8,5682.2,0,823333.04,15403.16,11002561.96,5677.52,10150171.6,4162.6,5234.200000000001,0,797029.4,14228.399999999998,11001899.2,3812.4,10195498,4912.199999999999,6178,0,842179,16946.6,11003283.8,9267,2011-05-05
30,10155970,4913,6129,0,838305,16718,11005832,5499,10157225.16,4892.56,6157.64,0,837437.52,16677.16,11005712.88,5906.72,10137986.6,4483.4,5671.8,0,810498,15329.400000000001,11005048.2,3427.8,10184343.8,5260.4,6632.6,0,856652.3999999999,18018.8,11006409.4,8529.4,2011-05-12
