model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max,etime
if0,280,0.6855980536967083,2.941844048896141,3.7004343214452735,32.34199158449523,2.1303554093483945,20.90814747363333,4.157889881936106,23.433804437589078,0.7380918009639548,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.998693928088761,1.6263296937550577e-6,0.0013044455815451575,0,0,10911819,-2667.2543601768766,0.7758628183388601,88.20002843163864,88.85554933193836,0.010265337228775024
