model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max,etime
if0,51,0.7398130659170359,21.337539322810606,5.075836767871472,3.2240768198817826,4.166973426331483,2.299782742940019,5.159709007817733,2.4759437432211997,0.9602980104992382,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9993881758891457,5.93508809187593e-4,1.8315301666752484e-5,0,0,10911819,-2275.078934436694,7.209326066301858,76.83834411674958,77.71990527038906,0.00987303614616394
