week,S_med,E_med,I_med,A_med,R_med,incid_med,pop_med,cases_med,S_mean,E_mean,I_mean,A_mean,R_mean,incid_mean,pop_mean,cases_mean,S_lo,E_lo,I_lo,A_lo,R_lo,incid_lo,pop_lo,cases_lo,S_hi,E_hi,I_hi,A_hi,R_hi,incid_hi,pop_hi,cases_hi,date
1,10892440,4018,5333,0,13166,17120,10914927,15014,10892411.68,4017.6,5321.24,0,13185.92,17125.92,10914936.44,14475.12,10892088.4,3901.6000000000004,5186,0,13055.8,16984.4,10914792.600000001,7424.8,10892673.8,4127.4,5477.799999999999,0,13301.400000000001,17326.800000000003,10915114.8,20441.4,2010-10-21
2,10881897,3772,5008,0,27412,13985,10918069,9898,10881858.64,3771.28,4999.32,0,27428.04,13969.56,10918057.28,10418.04,10881270,3641.6,4816.200000000001,0,27140.199999999997,13587.8,10917821,6018.4,10882426.600000001,3907.8,5143.6,0,27782.6,14284.2,10918268.8,15344.8,2010-10-28
3,10872077,3518,4700,0,40802,13086,10921204,10220,10872239.8,3516.04,4671.92,0,40746.8,13077.52,10921174.56,10115.96,10871320.399999999,3374,4459.6,0,39975.4,12619.4,10920883.4,6492,10873256.8,3667.4,4828.8,0,41437.4,13489.2,10921465.4,13922.999999999998,2010-11-04
4,10863579,3204,4277,0,53162,12080,10924331,8894,10863742.28,3184.92,4286.8,0,53077.72,12059.44,10924291.72,9687.44,10862478.6,3005.6,4074.4,0,51927.8,11587.6,10923985,6267,10865173.2,3299,4515.799999999999,0,54057.6,12550.6,10924583.6,14989.799999999996,2010-11-11
5,10856146,2840,3901,0,64435,10954,10927471,8566,10856469.56,2842.88,3878.72,0,64223.56,10884.76,10927414.72,8282.6,10854866.2,2657.4,3678,0,62783.600000000006,10303.6,10927061,4997.8,10858301,3011.2,4042.2,0,65483.8,11275.6,10927721,11728.8,2010-11-18
6,10850113,2513,3466,0,74450,9783,10930584,8216,10850388.08,2519.56,3470.44,0,74168.64,9709.92,10930546.72,7928.64,10848394.2,2363,3254.8,0,72352,9195,10930148.4,4193.2,10852549,2672.6,3669.8,0,75805.2,10167.4,10930853.2,11101,2010-11-25
7,10845289,2145,2925,0,83253,8462,10933688,6906,10845599.44,2163.88,2962.6,0,82950.64,8468.04,10933676.56,6536.44,10843299.6,2031,2799,0,80679.2,7946,10933283,3426.2000000000003,10848159.2,2362.2,3189.3999999999996,0,84931.2,9081.8,10934012,9451.8,2010-12-02
8,10842025,1801,2503,0,90478,7142,10936803,5229,10842107.56,1822.68,2524.12,0,90356.84,7180.92,10936811.2,5271.68,10839482,1712,2323.2000000000003,0,87708.6,6715.6,10936460.399999999,3051.6000000000004,10844955.2,1964.6,2768.8,0,92649.6,7798.6,10937137.2,7552.5999999999995,2010-12-09
9,10839516,1495,2093,0,96819,5946,10939974,4696,10839762.16,1497.08,2096.36,0,96556.12,6012.92,10939911.72,4802.56,10836839,1388.8000000000002,1941.4,0,93632.2,5654.799999999999,10939531,3426,10842874.600000001,1606.4,2289.2,0,99224.2,6522.200000000001,10940230.8,6924.999999999998,2010-12-16
10,10838311,1216,1714,0,101802,4856,10943068,3643,10838534.44,1225.72,1702.2,0,101585.48,4887.84,10943047.84,3524.16,10835296.2,1127.8,1569.8000000000002,0,98451.2,4531,10942644,2038.2,10841771,1347.6,1825.8000000000002,0,104589.2,5264.4,10943405.4,5552.2,2010-12-23
11,10837999,978,1390,0,105740,3972,10946208,3159,10838212.96,977.16,1374.64,0,105628.6,3975.28,10946193.36,3064.24,10834853.6,890.2,1225.6,0,102408.2,3612.3999999999996,10945720,1860.2000000000003,10841429.8,1058.2,1483.1999999999998,0,108871.4,4318,10946570.399999999,4437.2,2010-12-30
12,10838461,779,1101,0,108901,3159,10949309,2487,10838611,784.92,1092.44,0,108811.6,3169.68,10949299.96,2520.28,10834976.600000001,669.5999999999999,969,0,105427.8,2823.6000000000004,10948897.2,1515.4,10841884.2,877,1187.8,0,112241.4,3456.8,10949735.8,3501.7999999999993,2011-01-06
13,10839551,623,872,0,111390,2555,10952490,1805,10839635.44,623.08,884.2,0,111292.4,2554.44,10952435.12,2026.28,10835884.2,557.6,789.4000000000001,0,107820.2,2338.2,10951975.399999999,1239.4,10843027.2,696.2,976.3999999999999,0,114966.2,2798.6,10952862.8,3315.599999999999,2011-01-13
14,10841039,527,707,0,113369,2053,10955605,1484,10841115.88,520.4,717.28,0,113226.2,2051.64,10955579.76,1480.36,10837211.8,456.2,602.6,0,109589.4,1802.2,10955103.2,946,10844583.4,576.8,827.1999999999998,0,117038.6,2309,10955978.4,1968.1999999999998,2011-01-20
