model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max,etime
if0,193,0.976201435199606,16.978267095828247,5.335378773751821,2.217615367713081,4.551647459720408,1.8722415917185824,5.274242019141016,1.4966558074989198,0.9693170430797218,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9994583805775433,5.411087139711882e-4,5.10708485527067e-7,0,0,10911819,-1986.4312375118059,3.4923761005637157,82.16763078360975,82.94340655865281,0.00990706139140659
