model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max,etime
if0,33,0.9652327204987283,2.401370309955499,1.3859683549548034,58.83843184906677,0.08094546732646338,37.63450218187178,3.9227290321263255,47.81089575758384,0.6267848327037864,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.996724158724076,1.1148774866505077e-6,0.0032747263984372918,0,0,10911819,-2625.7309974857526,0.46006258656036025,88.96360228985013,89.5438580871132,0.009685300257470872
