model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max,etime
if0,164,0.8398078856337998,6.637029404807534,5.010748898483989,6.1109964311937786,3.8046208146846823,4.492470789149278,4.825430948277866,4.831966223706307,0.9109049932304008,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9987354977900968,5.098088860342769e-7,0.0012639924010171227,0,0,10911819,-2598.6860912871575,8.386496525230502,81.29743498580827,82.06213889765215,0.009945550825860764
