model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max,etime
if0,23,0.9779053779480736,2.537120410952976,0.04596357250836654,80.96000473614924,15.435581869076234,14.121075333326228,24.766835708626747,38.67118979515574,0.6079838111871573,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.999570248257727,3.547160384124384e-6,4.2620458188886973e-4,0,0,10911819,-2633.787328771364,2.123213519999959,88.06500891012534,88.89607386540789,0.00929917527569665
