model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max,etime
if0,35,0.9777667663162076,12.26372387446362,4.528916936557964,8.757403254305315,2.253975814515907,6.581735862884876,5.8030818582126305,5.176962221229059,0.8885829438217613,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9989012511276566,9.360464191622075e-7,0.001097812825924236,0,0,10911819,-2994.1647431786346,55.07606557469762,71.595135948824,72.63148085885845,0.009652038349045648
