model,parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,S_0,E_0,I_0,A_0,R_0,pop_0,loglik,loglik.se,m_ess.min,m_ess.max,etime
if0,63,0.8643836731576201,6.043457718735096,4.5636637884869815,23.388741277313187,1.8296881924654471,21.21933810463715,1.081209710982319,21.244732543419456,0.7387182353948049,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9989865410101403,0.0010104288629413747,3.030126918350661e-6,0,0,10911819,-4252.64192641357,19.153621799613937,71.33696951888517,71.87055791130224,0.012162789702415466
